"model","strain","parameter","value","parameter_label"
"Mechanistic","SGTF","lambda1",0.0755575999766344,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.13286973283137,"lambda[I]"
"Mechanistic","SGTF","r",0.116591372509865,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.753391700383525,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.84156,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",4.57323119534105,"kappa"
"Mechanistic","SGTF","sigma_z",3.16989986797276,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.113817385107408,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.34295847838418,"lambda[I]"
"Mechanistic","SGTF","r",0.0937053494611264,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.8256948538893,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.17134,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.63162098385757,"kappa"
"Mechanistic","SGTF","sigma_z",4.06287154213703,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.581411215812651,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.28756392138369,"lambda[I]"
"Mechanistic","SGTF","r",0.302776611849718,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.614403746099566,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.03534,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",8.17793766799219,"kappa"
"Mechanistic","SGTF","sigma_z",3.4455033358826,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.707362510357332,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.50401620489372,"lambda[I]"
"Mechanistic","SGTF","r",0.25133464018016,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.609114509629007,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.00263,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",5.15893415990783,"kappa"
"Mechanistic","SGTF","sigma_z",3.17323001085318,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.328354979907195,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.964340529865588,"lambda[I]"
"Mechanistic","SGTF","r",0.69660064160389,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.731424702184513,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.59507,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.73228440018427,"kappa"
"Mechanistic","SGTF","sigma_z",1.62069164582852,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.26459365689995,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.570146462161107,"lambda[I]"
"Mechanistic","SGTF","r",0.43917118450049,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.700204390590958,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.07035,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",3.91458765694788,"kappa"
"Mechanistic","SGTF","sigma_z",3.89603745718006,"sigma[z]"
"Mechanistic","SGTF","lambda1",1.08912650128436,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.56745298585472,"lambda[I]"
"Mechanistic","SGTF","r",0.597232377070599,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.613145508554191,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.0604,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",15.3864922823799,"kappa"
"Mechanistic","SGTF","sigma_z",3.36928312775038,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.488738840832247,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.19235697561954,"lambda[I]"
"Mechanistic","SGTF","r",0.532796355530439,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.64858254323657,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.95732,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",14.7396331737046,"kappa"
"Mechanistic","SGTF","sigma_z",3.74132564814852,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.457693286195568,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.01708836378204,"lambda[I]"
"Mechanistic","SGTF","r",0.502670194937775,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.617334044775915,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.93728,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",17.6687934217174,"kappa"
"Mechanistic","SGTF","sigma_z",4.44455610461277,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0196944186625846,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.382177545330298,"lambda[I]"
"Mechanistic","SGTF","r",0.317340483841112,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.842775219559823,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.57949,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.74580889780817,"kappa"
"Mechanistic","SGTF","sigma_z",4.34884372751392,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0739489713497374,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.509626079306739,"lambda[I]"
"Mechanistic","SGTF","r",0.140134864809498,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.752382831598058,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.94238,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",3.83258687699978,"kappa"
"Mechanistic","SGTF","sigma_z",4.44811317213376,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.188401491538536,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.493919366907722,"lambda[I]"
"Mechanistic","SGTF","r",0.16733290629227,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.819023092136248,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.5499,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",7.92410991586345,"kappa"
"Mechanistic","SGTF","sigma_z",4.44246765406793,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.77549402585449,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.88049304417828,"lambda[I]"
"Mechanistic","SGTF","r",0.164485970192087,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.774661592367521,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.37851,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.01034027743724,"kappa"
"Mechanistic","SGTF","sigma_z",3.98688410597675,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.23087934983281,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.18690965418853,"lambda[I]"
"Mechanistic","SGTF","r",0.295076687145415,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.696912788607037,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.17497,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",6.47274315928198,"kappa"
"Mechanistic","SGTF","sigma_z",3.82825849982245,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.264546034327868,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.08943117257306,"lambda[I]"
"Mechanistic","SGTF","r",0.381899421326718,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.721798691214262,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.1861,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",7.88119860865563,"kappa"
"Mechanistic","SGTF","sigma_z",4.11768042016338,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.325702790186125,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.14004530175678,"lambda[I]"
"Mechanistic","SGTF","r",0.329720484536132,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.682629517975217,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.67833,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.0223192573517,"kappa"
"Mechanistic","SGTF","sigma_z",2.4251272566945,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.880799730099727,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.17356602729891,"lambda[I]"
"Mechanistic","SGTF","r",0.415450419135729,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.624994143306026,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.85671,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.01092134973832,"kappa"
"Mechanistic","SGTF","sigma_z",2.9861651330026,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.755986318642566,"lambda[1]"
"Mechanistic","SGTF","lambda_I",2.08443951215058,"lambda[I]"
"Mechanistic","SGTF","r",0.276365780229764,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.68974452746571,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.37228,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",4.13356404614144,"kappa"
"Mechanistic","SGTF","sigma_z",2.89443520868304,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.690777157493473,"lambda[1]"
"Mechanistic","SGTF","lambda_I",2.12306117996458,"lambda[I]"
"Mechanistic","SGTF","r",0.166421758321439,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.663556682047755,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.35635,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",4.53329931499264,"kappa"
"Mechanistic","SGTF","sigma_z",3.7755648475582,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.849815510097491,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.8060479409157,"lambda[I]"
"Mechanistic","SGTF","r",0.137917444651119,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.640680747470287,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.40205,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",4.67350815227123,"kappa"
"Mechanistic","SGTF","sigma_z",3.75181603965772,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.324207998009092,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.876012428816243,"lambda[I]"
"Mechanistic","SGTF","r",0.457785291792346,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.900926140285293,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.08927,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.19494361479704,"kappa"
"Mechanistic","SGTF","sigma_z",4.43656309948719,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.265112769031178,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.851175452081995,"lambda[I]"
"Mechanistic","SGTF","r",0.529324295490139,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.896001671944017,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.1035,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.22872248554919,"kappa"
"Mechanistic","SGTF","sigma_z",4.43713989018071,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.597243724593565,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.57025652855979,"lambda[I]"
"Mechanistic","SGTF","r",0.302558691150052,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.792379369467162,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.29692,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.83783454345787,"kappa"
"Mechanistic","SGTF","sigma_z",4.02800010127876,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.886093325856916,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.3802049463636,"lambda[I]"
"Mechanistic","SGTF","r",0.317924927854981,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.813912835832551,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.14556,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.94614014864205,"kappa"
"Mechanistic","SGTF","sigma_z",4.09055230976457,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.658744848019771,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.0237125762895,"lambda[I]"
"Mechanistic","SGTF","r",0.267707583635042,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.753325404830938,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.36396,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.8145998952007,"kappa"
"Mechanistic","SGTF","sigma_z",4.26047220337071,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.31092610485602,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.41454086300644,"lambda[I]"
"Mechanistic","SGTF","r",0.312494003121816,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.709304759968038,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.16087,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",3.06093369957045,"kappa"
"Mechanistic","SGTF","sigma_z",3.05014765218492,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0748791349023398,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.33892760663365,"lambda[I]"
"Mechanistic","SGTF","r",0.198312739886624,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.718730368956321,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.31725,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.48658270602335,"kappa"
"Mechanistic","SGTF","sigma_z",3.391933117442,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.347295248701812,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.72497058816701,"lambda[I]"
"Mechanistic","SGTF","r",0.229053426304268,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.704133014232479,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.02622,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",3.54419126512037,"kappa"
"Mechanistic","SGTF","sigma_z",2.06459689680664,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.186846099182732,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.84807766712242,"lambda[I]"
"Mechanistic","SGTF","r",0.0908777574736332,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.708792826761467,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.05875,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",3.30858299651708,"kappa"
"Mechanistic","SGTF","sigma_z",3.55512420229735,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.127114121694444,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.26168862210182,"lambda[I]"
"Mechanistic","SGTF","r",0.362652573798819,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.741422233633418,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.86626,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.60416477501524,"kappa"
"Mechanistic","SGTF","sigma_z",3.7081755864722,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.260406866486397,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.12989194018871,"lambda[I]"
"Mechanistic","SGTF","r",0.203693268997359,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.705796730559147,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.82213,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",3.67837103261555,"kappa"
"Mechanistic","SGTF","sigma_z",1.99109751144941,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.173268996329394,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.33296528753695,"lambda[I]"
"Mechanistic","SGTF","r",0.344614113343514,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.686230981639737,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.75099,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.18224246113945,"kappa"
"Mechanistic","SGTF","sigma_z",3.44415985157807,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.103887156766967,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.01304150825538,"lambda[I]"
"Mechanistic","SGTF","r",0.256350405226205,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.870485654081386,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.79319,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.59620988935195,"kappa"
"Mechanistic","SGTF","sigma_z",3.94315040901575,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.206608413397783,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.812396303000159,"lambda[I]"
"Mechanistic","SGTF","r",0.31894710659255,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.729150588294909,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.0464,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",6.15484760632447,"kappa"
"Mechanistic","SGTF","sigma_z",2.82718071125831,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0889082802170856,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.60901157797485,"lambda[I]"
"Mechanistic","SGTF","r",0.218368778700155,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.762053131003377,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.06147,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.96290438970621,"kappa"
"Mechanistic","SGTF","sigma_z",3.88564891204871,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.616774376645168,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.648284417449,"lambda[I]"
"Mechanistic","SGTF","r",0.402293241427391,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.705895549018556,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.19298,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.95068189267472,"kappa"
"Mechanistic","SGTF","sigma_z",2.98993007248396,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.135873632226736,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.479624391075691,"lambda[I]"
"Mechanistic","SGTF","r",0.352145794576112,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.741027901906665,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.76468,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",3.44526215909037,"kappa"
"Mechanistic","SGTF","sigma_z",3.36056797544358,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.108362845762249,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.535231454718267,"lambda[I]"
"Mechanistic","SGTF","r",0.402472704230297,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.716405450961891,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.74853,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",4.25229994461916,"kappa"
"Mechanistic","SGTF","sigma_z",2.98189796861211,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0539158921199132,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.517909376950419,"lambda[I]"
"Mechanistic","SGTF","r",0.296280096539016,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.769884327072823,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.94788,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",5.09734593820781,"kappa"
"Mechanistic","SGTF","sigma_z",4.01107786714949,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.028419492886945,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.436275654638633,"lambda[I]"
"Mechanistic","SGTF","r",0.248858703351857,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.744613490445112,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.6403,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",4.03949627583468,"kappa"
"Mechanistic","SGTF","sigma_z",3.77062209581714,"sigma[z]"
"Mechanistic","SGTF","lambda1",1.49847960888853,"lambda[1]"
"Mechanistic","SGTF","lambda_I",3.95341593948588,"lambda[I]"
"Mechanistic","SGTF","r",0.30243769187506,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.699780895054968,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.37753,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.93729176434062,"kappa"
"Mechanistic","SGTF","sigma_z",2.6962771817849,"sigma[z]"
"Mechanistic","SGTF","lambda1",1.2511335745432,"lambda[1]"
"Mechanistic","SGTF","lambda_I",2.67513273586231,"lambda[I]"
"Mechanistic","SGTF","r",0.273030982834621,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.64316562902908,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.14243,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.18054097568536,"kappa"
"Mechanistic","SGTF","sigma_z",3.44164653235955,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.940851653066889,"lambda[1]"
"Mechanistic","SGTF","lambda_I",2.72923131513199,"lambda[I]"
"Mechanistic","SGTF","r",0.339205215261933,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.651009528609327,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.44419,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.91930089011455,"kappa"
"Mechanistic","SGTF","sigma_z",3.22863678448461,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.169131290297047,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.44472645623413,"lambda[I]"
"Mechanistic","SGTF","r",0.157607108165891,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.692841515021068,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.7531,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",4.77727356556669,"kappa"
"Mechanistic","SGTF","sigma_z",3.26764649669214,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.233470394514388,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.651795771512497,"lambda[I]"
"Mechanistic","SGTF","r",0.317251640944223,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.795123365211298,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.03197,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.51929978546105,"kappa"
"Mechanistic","SGTF","sigma_z",3.65980548563643,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0762750036901391,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.4469544959669,"lambda[I]"
"Mechanistic","SGTF","r",0.150322844664096,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.769895105528851,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.3263,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",4.57808139055744,"kappa"
"Mechanistic","SGTF","sigma_z",4.16526542050446,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0813894191739915,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.638671526376105,"lambda[I]"
"Mechanistic","SGTF","r",0.18407352661941,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.845167032129636,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",0.796913,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.66061663456959,"kappa"
"Mechanistic","SGTF","sigma_z",0.574984612162156,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0793203946442003,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.669758553135445,"lambda[I]"
"Mechanistic","SGTF","r",0.124176666189928,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.86129087301333,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",0.814892,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.99731943684152,"kappa"
"Mechanistic","SGTF","sigma_z",1.21833966315963,"sigma[z]"
"Mechanistic","SGTF","lambda1",2.10049703487895,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.06008320465399,"lambda[I]"
"Mechanistic","SGTF","r",0.754234463321254,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.651556606353843,"clearance~rate~italic(d)"
