"model","strain","parameter","value"
"Mechanistic","non-SGTF","m",2.93374
"Mechanistic","non-SGTF","kappa",0.936602324862028
"Mechanistic","non-SGTF","sigma_z",3.46433259218026
"Mechanistic","non-SGTF","lambda1",0.765190084155801
"Mechanistic","non-SGTF","lambda_I",4.35345594590898
"Mechanistic","non-SGTF","r",0.141160180709628
"Mechanistic","non-SGTF","d",0.775745326627394
"Mechanistic","non-SGTF","m",2.89038
"Mechanistic","non-SGTF","kappa",1.2165500195651
"Mechanistic","non-SGTF","sigma_z",3.78153495516037
"Mechanistic","non-SGTF","lambda1",0.690829658552457
"Mechanistic","non-SGTF","lambda_I",2.68892907241143
"Mechanistic","non-SGTF","r",0.366553790627712
"Mechanistic","non-SGTF","d",0.816168867469478
"Mechanistic","non-SGTF","m",3.01775
"Mechanistic","non-SGTF","kappa",1.00055832180363
"Mechanistic","non-SGTF","sigma_z",4.27258914233742
"Mechanistic","non-SGTF","lambda1",0.810080219337726
"Mechanistic","non-SGTF","lambda_I",4.21909225728174
"Mechanistic","non-SGTF","r",0.145154004527683
"Mechanistic","non-SGTF","d",0.72919579703284
"Mechanistic","non-SGTF","m",3.19899
"Mechanistic","non-SGTF","kappa",1.17176598533266
"Mechanistic","non-SGTF","sigma_z",3.3779195424516
"Mechanistic","non-SGTF","lambda1",1.36685160962155
"Mechanistic","non-SGTF","lambda_I",2.44770536506878
"Mechanistic","non-SGTF","r",0.22437421911793
"Mechanistic","non-SGTF","d",0.710456896299192
"Mechanistic","non-SGTF","m",3.06006
"Mechanistic","non-SGTF","kappa",1.53316158688461
"Mechanistic","non-SGTF","sigma_z",3.71214545785215
"Mechanistic","non-SGTF","lambda1",1.33173020126633
"Mechanistic","non-SGTF","lambda_I",5.47673981690487
"Mechanistic","non-SGTF","r",0.314305448493864
"Mechanistic","non-SGTF","d",0.792683701573062
"Mechanistic","non-SGTF","m",3.0519
"Mechanistic","non-SGTF","kappa",0.856895761189307
"Mechanistic","non-SGTF","sigma_z",3.54709869384064
"Mechanistic","non-SGTF","lambda1",0.931935381364596
"Mechanistic","non-SGTF","lambda_I",3.3904409951613
"Mechanistic","non-SGTF","r",0.285178494004946
"Mechanistic","non-SGTF","d",0.826262301149738
"Mechanistic","non-SGTF","m",2.89452
"Mechanistic","non-SGTF","kappa",0.89211520602976
"Mechanistic","non-SGTF","sigma_z",4.28131412063984
"Mechanistic","non-SGTF","lambda1",0.420264501688108
"Mechanistic","non-SGTF","lambda_I",2.56517832853144
"Mechanistic","non-SGTF","r",0.153122044361257
"Mechanistic","non-SGTF","d",0.891293054879722
"Mechanistic","non-SGTF","m",3.01862
"Mechanistic","non-SGTF","kappa",1.00328756221773
"Mechanistic","non-SGTF","sigma_z",3.45869032974813
"Mechanistic","non-SGTF","lambda1",0.536505213148285
"Mechanistic","non-SGTF","lambda_I",2.65542840634744
"Mechanistic","non-SGTF","r",0.126329715522871
"Mechanistic","non-SGTF","d",0.968751935869184
"Mechanistic","non-SGTF","m",2.89167
"Mechanistic","non-SGTF","kappa",0.942712991042308
"Mechanistic","non-SGTF","sigma_z",3.9234838643044
"Mechanistic","non-SGTF","lambda1",0.801463377843118
"Mechanistic","non-SGTF","lambda_I",3.95820246803844
"Mechanistic","non-SGTF","r",0.150247702028988
"Mechanistic","non-SGTF","d",0.971445510253125
"Mechanistic","non-SGTF","m",2.98462
"Mechanistic","non-SGTF","kappa",0.799350305009026
"Mechanistic","non-SGTF","sigma_z",3.95143972561078
"Mechanistic","non-SGTF","lambda1",0.823868787683995
"Mechanistic","non-SGTF","lambda_I",2.67580427845408
"Mechanistic","non-SGTF","r",0.120006424515981
"Mechanistic","non-SGTF","d",0.938367702369489
"Mechanistic","non-SGTF","m",3.29597
"Mechanistic","non-SGTF","kappa",1.11518911455903
"Mechanistic","non-SGTF","sigma_z",3.83174380062865
"Mechanistic","non-SGTF","lambda1",1.05718487818577
"Mechanistic","non-SGTF","lambda_I",3.0834836098553
"Mechanistic","non-SGTF","r",0.193671859094217
"Mechanistic","non-SGTF","d",0.903524547479656
"Mechanistic","non-SGTF","m",3.26665
"Mechanistic","non-SGTF","kappa",1.12697719532077
"Mechanistic","non-SGTF","sigma_z",3.89229905594087
"Mechanistic","non-SGTF","lambda1",0.774724342497849
"Mechanistic","non-SGTF","lambda_I",2.99313100985761
"Mechanistic","non-SGTF","r",0.269418323865724
"Mechanistic","non-SGTF","d",0.807081196929308
"Mechanistic","non-SGTF","m",3.02885
"Mechanistic","non-SGTF","kappa",1.03065507991831
"Mechanistic","non-SGTF","sigma_z",4.08867108841616
"Mechanistic","non-SGTF","lambda1",1.07208494580609
"Mechanistic","non-SGTF","lambda_I",4.61365322593818
"Mechanistic","non-SGTF","r",0.220413489268203
"Mechanistic","non-SGTF","d",0.813338416164455
"Mechanistic","non-SGTF","m",2.53696
"Mechanistic","non-SGTF","kappa",0.707288241192944
"Mechanistic","non-SGTF","sigma_z",3.70524728459042
"Mechanistic","non-SGTF","lambda1",1.07925037185193
"Mechanistic","non-SGTF","lambda_I",5.9345428560609
"Mechanistic","non-SGTF","r",0.229500516256593
"Mechanistic","non-SGTF","d",0.686548093600477
"Mechanistic","non-SGTF","m",2.42169
"Mechanistic","non-SGTF","kappa",0.690592054020238
"Mechanistic","non-SGTF","sigma_z",3.6104773733956
"Mechanistic","non-SGTF","lambda1",0.581965564806661
"Mechanistic","non-SGTF","lambda_I",2.52108408127534
"Mechanistic","non-SGTF","r",0.220987309983979
"Mechanistic","non-SGTF","d",1.33668009669148
"Mechanistic","non-SGTF","m",3.03569
"Mechanistic","non-SGTF","kappa",0.657722611243107
"Mechanistic","non-SGTF","sigma_z",4.23248800077305
"Mechanistic","non-SGTF","lambda1",0.563581682710177
"Mechanistic","non-SGTF","lambda_I",1.48546224512985
"Mechanistic","non-SGTF","r",0.276445937928335
"Mechanistic","non-SGTF","d",1.34092543670735
"Mechanistic","non-SGTF","m",2.79483
"Mechanistic","non-SGTF","kappa",0.609029239566703
"Mechanistic","non-SGTF","sigma_z",4.35537188800153
"Mechanistic","non-SGTF","lambda1",0.278424041023252
"Mechanistic","non-SGTF","lambda_I",2.37678087832575
"Mechanistic","non-SGTF","r",0.308442450262452
"Mechanistic","non-SGTF","d",1.29500686979703
"Mechanistic","non-SGTF","m",3.09786
"Mechanistic","non-SGTF","kappa",0.699155570496515
"Mechanistic","non-SGTF","sigma_z",4.33772492571014
"Mechanistic","non-SGTF","lambda1",0.30354360651683
"Mechanistic","non-SGTF","lambda_I",2.68981118580587
"Mechanistic","non-SGTF","r",0.312991263804262
"Mechanistic","non-SGTF","d",1.30489816076293
"Mechanistic","non-SGTF","m",3.07719
"Mechanistic","non-SGTF","kappa",0.697680512141546
"Mechanistic","non-SGTF","sigma_z",4.32724032287619
"Mechanistic","non-SGTF","lambda1",0.463137172442746
"Mechanistic","non-SGTF","lambda_I",2.26963040260205
"Mechanistic","non-SGTF","r",0.221959576839087
"Mechanistic","non-SGTF","d",1.52278820515837
"Mechanistic","non-SGTF","m",2.74029
"Mechanistic","non-SGTF","kappa",0.601140256375991
"Mechanistic","non-SGTF","sigma_z",4.33681409911588
"Mechanistic","non-SGTF","lambda1",1.54365348561492
"Mechanistic","non-SGTF","lambda_I",3.89335011857304
"Mechanistic","non-SGTF","r",0.347437668947935
"Mechanistic","non-SGTF","d",1.39955314006113
"Mechanistic","non-SGTF","m",2.98348
"Mechanistic","non-SGTF","kappa",0.514916771559918
"Mechanistic","non-SGTF","sigma_z",3.59696343771141
"Mechanistic","non-SGTF","lambda1",0.232966642710045
"Mechanistic","non-SGTF","lambda_I",3.6200216265322
"Mechanistic","non-SGTF","r",0.0857893848361968
"Mechanistic","non-SGTF","d",0.670904820040194
"Mechanistic","non-SGTF","m",3.29112
"Mechanistic","non-SGTF","kappa",4.03945588107389
"Mechanistic","non-SGTF","sigma_z",3.68230899605518
"Mechanistic","non-SGTF","lambda1",0.410907972808169
"Mechanistic","non-SGTF","lambda_I",2.93442053183385
"Mechanistic","non-SGTF","r",0.0651033025916408
"Mechanistic","non-SGTF","d",0.825298615464263
"Mechanistic","non-SGTF","m",3.40515
"Mechanistic","non-SGTF","kappa",2.24488209301532
"Mechanistic","non-SGTF","sigma_z",3.58489792197837
"Mechanistic","non-SGTF","lambda1",0.922714785830157
"Mechanistic","non-SGTF","lambda_I",3.28717982129854
"Mechanistic","non-SGTF","r",0.117764312921403
"Mechanistic","non-SGTF","d",0.837030307057041
"Mechanistic","non-SGTF","m",3.3126
"Mechanistic","non-SGTF","kappa",1.65311436041507
"Mechanistic","non-SGTF","sigma_z",3.72866402777354
"Mechanistic","non-SGTF","lambda1",0.92564295170837
"Mechanistic","non-SGTF","lambda_I",2.98963109442586
"Mechanistic","non-SGTF","r",0.0876783740580796
"Mechanistic","non-SGTF","d",0.829790516339174
"Mechanistic","non-SGTF","m",3.18511
"Mechanistic","non-SGTF","kappa",1.46757591174657
"Mechanistic","non-SGTF","sigma_z",4.34071898874184
"Mechanistic","non-SGTF","lambda1",0.0901175815196906
"Mechanistic","non-SGTF","lambda_I",2.03669419338966
"Mechanistic","non-SGTF","r",0.265779037899078
"Mechanistic","non-SGTF","d",1.08662601880151
"Mechanistic","non-SGTF","m",2.05402
"Mechanistic","non-SGTF","kappa",0.580755172955876
"Mechanistic","non-SGTF","sigma_z",4.1867718689912
"Mechanistic","non-SGTF","lambda1",0.0724129592820387
"Mechanistic","non-SGTF","lambda_I",3.21115279872564
"Mechanistic","non-SGTF","r",0.434012475457974
"Mechanistic","non-SGTF","d",0.885016491220822
"Mechanistic","non-SGTF","m",2.34483
"Mechanistic","non-SGTF","kappa",0.675279229713049
"Mechanistic","non-SGTF","sigma_z",4.00690851460678
"Mechanistic","non-SGTF","lambda1",0.810576950744802
"Mechanistic","non-SGTF","lambda_I",1.30204616480855
"Mechanistic","non-SGTF","r",0.240246451805601
"Mechanistic","non-SGTF","d",0.734424558508561
"Mechanistic","non-SGTF","m",3.06663
"Mechanistic","non-SGTF","kappa",1.43541212054891
"Mechanistic","non-SGTF","sigma_z",3.83668993970525
"Mechanistic","non-SGTF","lambda1",0.403122013432128
"Mechanistic","non-SGTF","lambda_I",2.46747164284977
"Mechanistic","non-SGTF","r",0.224026708468625
"Mechanistic","non-SGTF","d",0.715528391593005
"Mechanistic","non-SGTF","m",3.22441
"Mechanistic","non-SGTF","kappa",1.7542773399357
"Mechanistic","non-SGTF","sigma_z",4.16530707336693
"Mechanistic","non-SGTF","lambda1",0.549535996252541
"Mechanistic","non-SGTF","lambda_I",2.11642003806881
"Mechanistic","non-SGTF","r",0.117932836354417
"Mechanistic","non-SGTF","d",0.850755075250293
"Mechanistic","non-SGTF","m",3.40743
"Mechanistic","non-SGTF","kappa",1.93633497855459
"Mechanistic","non-SGTF","sigma_z",3.70899147484565
"Mechanistic","non-SGTF","lambda1",0.858315956166724
"Mechanistic","non-SGTF","lambda_I",2.03831808569692
"Mechanistic","non-SGTF","r",0.116577382384588
"Mechanistic","non-SGTF","d",0.857868032155942
"Mechanistic","non-SGTF","m",3.41476
"Mechanistic","non-SGTF","kappa",1.38011799619094
"Mechanistic","non-SGTF","sigma_z",3.8649548491815
"Mechanistic","non-SGTF","lambda1",0.743621581916259
"Mechanistic","non-SGTF","lambda_I",3.37127159133483
"Mechanistic","non-SGTF","r",0.158568278380075
"Mechanistic","non-SGTF","d",0.742741654982809
"Mechanistic","non-SGTF","m",2.98886
"Mechanistic","non-SGTF","kappa",1.12074652113754
"Mechanistic","non-SGTF","sigma_z",3.26941150230898
"Mechanistic","non-SGTF","lambda1",0.774498930513216
"Mechanistic","non-SGTF","lambda_I",2.07621183483671
"Mechanistic","non-SGTF","r",0.15419765893069
"Mechanistic","non-SGTF","d",0.831428477736526
"Mechanistic","non-SGTF","m",2.7391
"Mechanistic","non-SGTF","kappa",0.954133290297906
"Mechanistic","non-SGTF","sigma_z",3.63791239766575
"Mechanistic","non-SGTF","lambda1",0.385800454669622
"Mechanistic","non-SGTF","lambda_I",5.07527139324748
"Mechanistic","non-SGTF","r",0.172537616433941
"Mechanistic","non-SGTF","d",0.787284182350616
"Mechanistic","non-SGTF","m",2.66182
"Mechanistic","non-SGTF","kappa",0.893251591843144
"Mechanistic","non-SGTF","sigma_z",4.12332550834147
"Mechanistic","non-SGTF","lambda1",0.94816314277344
"Mechanistic","non-SGTF","lambda_I",6.11753966395112
"Mechanistic","non-SGTF","r",0.185227588848537
"Mechanistic","non-SGTF","d",0.750799980681754
"Mechanistic","non-SGTF","m",2.6991
"Mechanistic","non-SGTF","kappa",0.961028801612973
"Mechanistic","non-SGTF","sigma_z",4.31963107800761
"Mechanistic","non-SGTF","lambda1",1.46255221200081
"Mechanistic","non-SGTF","lambda_I",3.55316942160005
"Mechanistic","non-SGTF","r",0.144366510668414
"Mechanistic","non-SGTF","d",0.807744082669349
"Mechanistic","non-SGTF","m",3.15323
"Mechanistic","non-SGTF","kappa",0.932811252794249
"Mechanistic","non-SGTF","sigma_z",2.59220794249447
"Mechanistic","non-SGTF","lambda1",1.84983972462622
"Mechanistic","non-SGTF","lambda_I",4.49394079749842
"Mechanistic","non-SGTF","r",0.119998024360274
"Mechanistic","non-SGTF","d",0.727442005965471
"Mechanistic","non-SGTF","m",3.13275
"Mechanistic","non-SGTF","kappa",1.31252531117178
"Mechanistic","non-SGTF","sigma_z",3.21542647331157
"Mechanistic","non-SGTF","lambda1",1.29425080657701
"Mechanistic","non-SGTF","lambda_I",6.72855223893473
"Mechanistic","non-SGTF","r",0.342449868957499
"Mechanistic","non-SGTF","d",0.700482426920582
"Mechanistic","non-SGTF","m",2.91718
"Mechanistic","non-SGTF","kappa",0.777992807270563
"Mechanistic","non-SGTF","sigma_z",4.35341241156719
"Mechanistic","non-SGTF","lambda1",0.352413527105464
"Mechanistic","non-SGTF","lambda_I",2.18291687825202
"Mechanistic","non-SGTF","r",0.0570623927583761
"Mechanistic","non-SGTF","d",0.719035175247126
"Mechanistic","non-SGTF","m",3.33604
"Mechanistic","non-SGTF","kappa",2.71503813682513
"Mechanistic","non-SGTF","sigma_z",3.76602474181641
"Mechanistic","non-SGTF","lambda1",0.399071372357531
"Mechanistic","non-SGTF","lambda_I",1.75614664052861
"Mechanistic","non-SGTF","r",0.0566218684511031
"Mechanistic","non-SGTF","d",0.757689960575463
"Mechanistic","non-SGTF","m",3.1188
"Mechanistic","non-SGTF","kappa",2.9397954379462
"Mechanistic","non-SGTF","sigma_z",3.84225717538827
"Mechanistic","non-SGTF","lambda1",0.469453043115073
"Mechanistic","non-SGTF","lambda_I",4.04034465912973
"Mechanistic","non-SGTF","r",0.333160807552499
"Mechanistic","non-SGTF","d",0.860078168724055
"Mechanistic","non-SGTF","m",2.75909
"Mechanistic","non-SGTF","kappa",0.735933144982992
"Mechanistic","non-SGTF","sigma_z",4.23032998223416
"Mechanistic","non-SGTF","lambda1",0.689992190203872
"Mechanistic","non-SGTF","lambda_I",2.95840419604748
"Mechanistic","non-SGTF","r",0.199983583160638
"Mechanistic","non-SGTF","d",0.948642560404709
"Mechanistic","non-SGTF","m",2.89852
"Mechanistic","non-SGTF","kappa",0.786592463609254
"Mechanistic","non-SGTF","sigma_z",4.02997430496879
"Mechanistic","non-SGTF","lambda1",1.23107651247166
"Mechanistic","non-SGTF","lambda_I",3.1848334638122
"Mechanistic","non-SGTF","r",0.114667344380415
"Mechanistic","non-SGTF","d",0.783244790738932
"Mechanistic","non-SGTF","m",3.13195
"Mechanistic","non-SGTF","kappa",1.32664208292765
"Mechanistic","non-SGTF","sigma_z",3.07750745040118
"Mechanistic","non-SGTF","lambda1",0.727460192242948
"Mechanistic","non-SGTF","lambda_I",5.0892475980526
"Mechanistic","non-SGTF","r",0.523353047309101
"Mechanistic","non-SGTF","d",0.801068353779274
"Mechanistic","non-SGTF","m",2.62617
"Mechanistic","non-SGTF","kappa",0.643323867236323
"Mechanistic","non-SGTF","sigma_z",4.01212088298113
"Mechanistic","non-SGTF","lambda1",0.856599326542087
"Mechanistic","non-SGTF","lambda_I",5.40222010697303
"Mechanistic","non-SGTF","r",0.588753316821669
"Mechanistic","non-SGTF","d",0.838977827633008
"Mechanistic","non-SGTF","m",2.74137
"Mechanistic","non-SGTF","kappa",0.568398796561598
"Mechanistic","non-SGTF","sigma_z",4.21386382518055
"Mechanistic","non-SGTF","lambda1",0.710511603586411
"Mechanistic","non-SGTF","lambda_I",3.89440146503044
"Mechanistic","non-SGTF","r",0.110407192257629
"Mechanistic","non-SGTF","d",0.771630863035879
"Mechanistic","non-SGTF","m",2.86217
"Mechanistic","non-SGTF","kappa",1.11460825235808
"Mechanistic","non-SGTF","sigma_z",3.89296080302729
"Mechanistic","non-SGTF","lambda1",0.681536139434932
"Mechanistic","non-SGTF","lambda_I",4.90688833214281
"Mechanistic","non-SGTF","r",0.188480636784321
"Mechanistic","non-SGTF","d",0.670497033889161
"Mechanistic","non-SGTF","m",3.26659
"Mechanistic","non-SGTF","kappa",1.62222554554564
"Mechanistic","non-SGTF","sigma_z",4.12002816704717
"Mechanistic","non-SGTF","lambda1",0.924508716370348
"Mechanistic","non-SGTF","lambda_I",4.79062076950612
"Mechanistic","non-SGTF","r",0.195845342521128
"Mechanistic","non-SGTF","d",0.736151013436848
"Mechanistic","non-SGTF","m",2.76298
"Mechanistic","non-SGTF","kappa",0.837301548815319
"Mechanistic","non-SGTF","sigma_z",3.68404008805808
"Mechanistic","non-SGTF","lambda1",1.35916018774539
"Mechanistic","non-SGTF","lambda_I",3.32543336183003
"Mechanistic","non-SGTF","r",0.152341586482733
"Mechanistic","non-SGTF","d",0.735691062802995
"Mechanistic","non-SGTF","m",2.73678
"Mechanistic","non-SGTF","kappa",0.898404380211899
"Mechanistic","non-SGTF","sigma_z",2.58181592952156
"Mechanistic","non-SGTF","lambda1",1.74859918206692
"Mechanistic","non-SGTF","lambda_I",3.24540451395438
"Mechanistic","non-SGTF","r",0.215212363744608
"Mechanistic","non-SGTF","d",0.612168320982302
"Mechanistic","non-SGTF","m",2.68639
"Mechanistic","non-SGTF","kappa",1.07773228770678
"Mechanistic","non-SGTF","sigma_z",2.60198079707586
"Mechanistic","non-SGTF","lambda1",1.50294422354639
"Mechanistic","non-SGTF","lambda_I",3.63798515664129
"Mechanistic","non-SGTF","r",0.235359769848396
"Mechanistic","non-SGTF","d",0.60927350926457
"Mechanistic","non-SGTF","m",2.6686
"Mechanistic","non-SGTF","kappa",0.962181669992086
"Mechanistic","non-SGTF","sigma_z",2.79756668982687
"Mechanistic","non-SGTF","lambda1",0.847114000598755
"Mechanistic","non-SGTF","lambda_I",3.258640226731
"Mechanistic","non-SGTF","r",0.171498630127979
"Mechanistic","non-SGTF","d",0.862819296278019
"Mechanistic","non-SGTF","m",3.51805
"Mechanistic","non-SGTF","kappa",1.37608704918601
"Mechanistic","non-SGTF","sigma_z",4.04875732215722
"Mechanistic","non-SGTF","lambda1",0.791791642048855
"Mechanistic","non-SGTF","lambda_I",3.07615364498203
"Mechanistic","non-SGTF","r",0.147436161541063
"Mechanistic","non-SGTF","d",0.754909050426969
"Mechanistic","non-SGTF","m",3.0337
"Mechanistic","non-SGTF","kappa",1.29885226314447
"Mechanistic","non-SGTF","sigma_z",3.82183242495705
"Mechanistic","non-SGTF","lambda1",0.517560941201512
"Mechanistic","non-SGTF","lambda_I",3.39692292573519
"Mechanistic","non-SGTF","r",0.209182123952548
"Mechanistic","non-SGTF","d",0.791232834431868
"Mechanistic","non-SGTF","m",3.05233
"Mechanistic","non-SGTF","kappa",1.17757589596116
"Mechanistic","non-SGTF","sigma_z",4.39588994074187
"Mechanistic","non-SGTF","lambda1",0.725200580233797
"Mechanistic","non-SGTF","lambda_I",4.38263437909359
"Mechanistic","non-SGTF","r",0.148477774293204
"Mechanistic","non-SGTF","d",0.694570923730275
"Mechanistic","non-SGTF","m",3.14117
"Mechanistic","non-SGTF","kappa",1.53617874746146
"Mechanistic","non-SGTF","sigma_z",3.77454558265631
"Mechanistic","non-SGTF","lambda1",1.09950271465491
"Mechanistic","non-SGTF","lambda_I",3.81931084776859
"Mechanistic","non-SGTF","r",0.100880361890043
"Mechanistic","non-SGTF","d",0.731535887189091
"Mechanistic","non-SGTF","m",3.41207
"Mechanistic","non-SGTF","kappa",1.91318042266128
"Mechanistic","non-SGTF","sigma_z",4.26307188423682
"Mechanistic","non-SGTF","lambda1",0.780669027010112
"Mechanistic","non-SGTF","lambda_I",2.87438862654722
"Mechanistic","non-SGTF","r",0.222303880949941
"Mechanistic","non-SGTF","d",0.751980414439341
"Mechanistic","non-SGTF","m",2.44216
"Mechanistic","non-SGTF","kappa",0.823813590324352
"Mechanistic","non-SGTF","sigma_z",4.12377909909442
"Mechanistic","non-SGTF","lambda1",0.723613405147745
"Mechanistic","non-SGTF","lambda_I",2.91625424503219
"Mechanistic","non-SGTF","r",0.238232069133473
"Mechanistic","non-SGTF","d",0.778417707330493
"Mechanistic","non-SGTF","m",2.42028
"Mechanistic","non-SGTF","kappa",0.777174789190267
"Mechanistic","non-SGTF","sigma_z",3.93527198924363
