"model","strain","parameter","value"
"Mechanistic","non-SGTF","m",2.76437
"Mechanistic","non-SGTF","kappa",0.702384011212828
"Mechanistic","non-SGTF","sigma_z",3.18658560401168
"Mechanistic","non-SGTF","lambda1",0.463130688567719
"Mechanistic","non-SGTF","lambda_I",3.61615027493427
"Mechanistic","non-SGTF","r",0.163559244924663
"Mechanistic","non-SGTF","d",1.43116099573395
"Mechanistic","non-SGTF","m",2.23493
"Mechanistic","non-SGTF","kappa",0.551760060615861
"Mechanistic","non-SGTF","sigma_z",4.23672260572341
"Mechanistic","non-SGTF","lambda1",1.05899802325204
"Mechanistic","non-SGTF","lambda_I",2.36858563849871
"Mechanistic","non-SGTF","r",0.197958077599672
"Mechanistic","non-SGTF","d",1.32875046416698
"Mechanistic","non-SGTF","m",3.34245
"Mechanistic","non-SGTF","kappa",0.841326892100856
"Mechanistic","non-SGTF","sigma_z",4.31673789451004
"Mechanistic","non-SGTF","lambda1",0.924637786796059
"Mechanistic","non-SGTF","lambda_I",2.59471581993818
"Mechanistic","non-SGTF","r",0.25629401434028
"Mechanistic","non-SGTF","d",1.62153300310603
"Mechanistic","non-SGTF","m",3.24739
"Mechanistic","non-SGTF","kappa",0.651385920883751
"Mechanistic","non-SGTF","sigma_z",4.40402986423991
"Mechanistic","non-SGTF","lambda1",0.374694219616068
"Mechanistic","non-SGTF","lambda_I",7.07070364205972
"Mechanistic","non-SGTF","r",0.299919852005856
"Mechanistic","non-SGTF","d",1.13706911490889
"Mechanistic","non-SGTF","m",2.67133
"Mechanistic","non-SGTF","kappa",0.523893950335285
"Mechanistic","non-SGTF","sigma_z",4.47814993411537
"Mechanistic","non-SGTF","lambda1",1.72363770112957
"Mechanistic","non-SGTF","lambda_I",2.43871192420278
"Mechanistic","non-SGTF","r",0.296532041682591
"Mechanistic","non-SGTF","d",0.749404041242235
"Mechanistic","non-SGTF","m",3.18841
"Mechanistic","non-SGTF","kappa",1.01372685995296
"Mechanistic","non-SGTF","sigma_z",4.46665586498995
"Mechanistic","non-SGTF","lambda1",0.29735160058867
"Mechanistic","non-SGTF","lambda_I",5.20344028447828
"Mechanistic","non-SGTF","r",0.146300873553479
"Mechanistic","non-SGTF","d",0.887356908935384
"Mechanistic","non-SGTF","m",2.98197
"Mechanistic","non-SGTF","kappa",1.00302725290351
"Mechanistic","non-SGTF","sigma_z",4.47000711344978
"Mechanistic","non-SGTF","lambda1",0.712339254508462
"Mechanistic","non-SGTF","lambda_I",4.92118817336729
"Mechanistic","non-SGTF","r",0.0808887924792326
"Mechanistic","non-SGTF","d",0.59321404044989
"Mechanistic","non-SGTF","m",2.73691
"Mechanistic","non-SGTF","kappa",1.8621672544836
"Mechanistic","non-SGTF","sigma_z",3.67748832949634
"Mechanistic","non-SGTF","lambda1",0.652111317021762
"Mechanistic","non-SGTF","lambda_I",5.12484356163724
"Mechanistic","non-SGTF","r",0.102732166778735
"Mechanistic","non-SGTF","d",0.857128011409073
"Mechanistic","non-SGTF","m",2.85083
"Mechanistic","non-SGTF","kappa",0.962926783181679
"Mechanistic","non-SGTF","sigma_z",3.63100692638529
"Mechanistic","non-SGTF","lambda1",0.335236173509148
"Mechanistic","non-SGTF","lambda_I",3.62741400831607
"Mechanistic","non-SGTF","r",0.286436043959622
"Mechanistic","non-SGTF","d",0.70538678176035
"Mechanistic","non-SGTF","m",2.71957
"Mechanistic","non-SGTF","kappa",0.937750834616758
"Mechanistic","non-SGTF","sigma_z",4.36867605079469
"Mechanistic","non-SGTF","lambda1",1.25030434790228
"Mechanistic","non-SGTF","lambda_I",5.08884047452991
"Mechanistic","non-SGTF","r",0.172416882364292
"Mechanistic","non-SGTF","d",0.770217759169284
"Mechanistic","non-SGTF","m",2.99279
"Mechanistic","non-SGTF","kappa",0.901980840748883
"Mechanistic","non-SGTF","sigma_z",3.96533364861801
"Mechanistic","non-SGTF","lambda1",0.273115635559794
"Mechanistic","non-SGTF","lambda_I",2.8739862403072
"Mechanistic","non-SGTF","r",0.186299441356925
"Mechanistic","non-SGTF","d",0.765304871277243
"Mechanistic","non-SGTF","m",2.94678
"Mechanistic","non-SGTF","kappa",1.44542442765902
"Mechanistic","non-SGTF","sigma_z",4.12930866707034
"Mechanistic","non-SGTF","lambda1",1.80092964315923
"Mechanistic","non-SGTF","lambda_I",4.32084074405479
"Mechanistic","non-SGTF","r",0.134392588164411
"Mechanistic","non-SGTF","d",0.722462329106392
"Mechanistic","non-SGTF","m",3.15034
"Mechanistic","non-SGTF","kappa",1.24859510094583
"Mechanistic","non-SGTF","sigma_z",3.21192356788593
"Mechanistic","non-SGTF","lambda1",0.414082934640765
"Mechanistic","non-SGTF","lambda_I",3.17939205232184
"Mechanistic","non-SGTF","r",0.0989738109204974
"Mechanistic","non-SGTF","d",0.744849570338269
"Mechanistic","non-SGTF","m",3.11825
"Mechanistic","non-SGTF","kappa",1.95390708243467
"Mechanistic","non-SGTF","sigma_z",3.64676327425183
"Mechanistic","non-SGTF","lambda1",0.926482520127248
"Mechanistic","non-SGTF","lambda_I",4.08148135612088
"Mechanistic","non-SGTF","r",0.265686031512881
"Mechanistic","non-SGTF","d",0.813453918420016
"Mechanistic","non-SGTF","m",3.27592
"Mechanistic","non-SGTF","kappa",1.04804445092067
"Mechanistic","non-SGTF","sigma_z",4.07006919280833
"Mechanistic","non-SGTF","lambda1",0.627415674671517
"Mechanistic","non-SGTF","lambda_I",1.68113473010803
"Mechanistic","non-SGTF","r",0.148882183586588
"Mechanistic","non-SGTF","d",0.640835170137611
"Mechanistic","non-SGTF","m",2.95118
"Mechanistic","non-SGTF","kappa",1.73244031279625
"Mechanistic","non-SGTF","sigma_z",4.14146669809971
"Mechanistic","non-SGTF","lambda1",0.868181052711223
"Mechanistic","non-SGTF","lambda_I",5.1854674919553
"Mechanistic","non-SGTF","r",0.0926626314881158
"Mechanistic","non-SGTF","d",1.07669934553937
"Mechanistic","non-SGTF","m",2.49859
"Mechanistic","non-SGTF","kappa",0.742669612536391
"Mechanistic","non-SGTF","sigma_z",3.94460964460902
"Mechanistic","non-SGTF","lambda1",0.863142914188689
"Mechanistic","non-SGTF","lambda_I",5.10964535676523
"Mechanistic","non-SGTF","r",0.0767018078870111
"Mechanistic","non-SGTF","d",1.02510085205607
"Mechanistic","non-SGTF","m",2.61602
"Mechanistic","non-SGTF","kappa",0.861466594274383
"Mechanistic","non-SGTF","sigma_z",3.63046231619312
"Mechanistic","non-SGTF","lambda1",1.37587789985029
"Mechanistic","non-SGTF","lambda_I",5.07973959779519
"Mechanistic","non-SGTF","r",0.0449897766760005
"Mechanistic","non-SGTF","d",0.989919155796048
"Mechanistic","non-SGTF","m",2.66125
"Mechanistic","non-SGTF","kappa",0.992778799073452
"Mechanistic","non-SGTF","sigma_z",4.0349745726322
"Mechanistic","non-SGTF","lambda1",0.80434821526662
"Mechanistic","non-SGTF","lambda_I",3.7379225904348
"Mechanistic","non-SGTF","r",0.0746548341170363
"Mechanistic","non-SGTF","d",0.984841858938975
"Mechanistic","non-SGTF","m",2.60666
"Mechanistic","non-SGTF","kappa",0.879629045136764
"Mechanistic","non-SGTF","sigma_z",2.93128238107485
"Mechanistic","non-SGTF","lambda1",0.520243139877021
"Mechanistic","non-SGTF","lambda_I",1.7329965154024
"Mechanistic","non-SGTF","r",0.158706292809838
"Mechanistic","non-SGTF","d",0.852766081041129
"Mechanistic","non-SGTF","m",2.84601
"Mechanistic","non-SGTF","kappa",1.20435240591233
"Mechanistic","non-SGTF","sigma_z",4.17974399731646
"Mechanistic","non-SGTF","lambda1",1.08784252510148
"Mechanistic","non-SGTF","lambda_I",5.20599059499272
"Mechanistic","non-SGTF","r",0.12628550785923
"Mechanistic","non-SGTF","d",0.61432387880406
"Mechanistic","non-SGTF","m",3.09063
"Mechanistic","non-SGTF","kappa",1.92952720229136
"Mechanistic","non-SGTF","sigma_z",3.77590466368598
"Mechanistic","non-SGTF","lambda1",0.431072926575595
"Mechanistic","non-SGTF","lambda_I",4.10091450976399
"Mechanistic","non-SGTF","r",0.125543872478209
"Mechanistic","non-SGTF","d",1.1150887520551
"Mechanistic","non-SGTF","m",2.63041
"Mechanistic","non-SGTF","kappa",0.722273068770353
"Mechanistic","non-SGTF","sigma_z",4.05236232016009
"Mechanistic","non-SGTF","lambda1",0.728351877023866
"Mechanistic","non-SGTF","lambda_I",4.21601344383755
"Mechanistic","non-SGTF","r",0.167399852843205
"Mechanistic","non-SGTF","d",0.898540948056584
"Mechanistic","non-SGTF","m",2.47229
"Mechanistic","non-SGTF","kappa",0.673584383475015
"Mechanistic","non-SGTF","sigma_z",4.05771497039466
"Mechanistic","non-SGTF","lambda1",0.387466843116769
"Mechanistic","non-SGTF","lambda_I",4.62524804094074
"Mechanistic","non-SGTF","r",0.21489838295529
"Mechanistic","non-SGTF","d",0.860978281165279
"Mechanistic","non-SGTF","m",3.13649
"Mechanistic","non-SGTF","kappa",1.18748307002028
"Mechanistic","non-SGTF","sigma_z",4.34745232015816
"Mechanistic","non-SGTF","lambda1",1.33661326435746
"Mechanistic","non-SGTF","lambda_I",3.77065980222663
"Mechanistic","non-SGTF","r",0.109486940683761
"Mechanistic","non-SGTF","d",0.64166366426939
"Mechanistic","non-SGTF","m",2.67369
"Mechanistic","non-SGTF","kappa",1.21424076901065
"Mechanistic","non-SGTF","sigma_z",2.46781464524625
"Mechanistic","non-SGTF","lambda1",0.582951667007857
"Mechanistic","non-SGTF","lambda_I",3.30947643453485
"Mechanistic","non-SGTF","r",0.276255256023986
"Mechanistic","non-SGTF","d",0.80893233962576
"Mechanistic","non-SGTF","m",3.38861
"Mechanistic","non-SGTF","kappa",1.51966512790891
"Mechanistic","non-SGTF","sigma_z",3.90364214237989
"Mechanistic","non-SGTF","lambda1",0.575151381880124
"Mechanistic","non-SGTF","lambda_I",3.30154321476363
"Mechanistic","non-SGTF","r",0.268656947864375
"Mechanistic","non-SGTF","d",0.830958022369556
"Mechanistic","non-SGTF","m",3.3879
"Mechanistic","non-SGTF","kappa",1.49284246910568
"Mechanistic","non-SGTF","sigma_z",3.94228301134301
"Mechanistic","non-SGTF","lambda1",0.664475015820457
"Mechanistic","non-SGTF","lambda_I",4.33200290617193
"Mechanistic","non-SGTF","r",0.136258699218734
"Mechanistic","non-SGTF","d",0.79586715322448
"Mechanistic","non-SGTF","m",3.21338
"Mechanistic","non-SGTF","kappa",1.20382983037526
"Mechanistic","non-SGTF","sigma_z",3.87742006201818
"Mechanistic","non-SGTF","lambda1",0.942605622147403
"Mechanistic","non-SGTF","lambda_I",3.82875620577762
"Mechanistic","non-SGTF","r",0.139363451415489
"Mechanistic","non-SGTF","d",0.684583948293975
"Mechanistic","non-SGTF","m",2.98967
"Mechanistic","non-SGTF","kappa",1.70603506024771
"Mechanistic","non-SGTF","sigma_z",3.7349707977
"Mechanistic","non-SGTF","lambda1",0.552477262656476
"Mechanistic","non-SGTF","lambda_I",4.28358381854059
"Mechanistic","non-SGTF","r",0.229383500834771
"Mechanistic","non-SGTF","d",0.860520362536854
"Mechanistic","non-SGTF","m",2.68972
"Mechanistic","non-SGTF","kappa",0.885351976041352
"Mechanistic","non-SGTF","sigma_z",4.15586254990008
"Mechanistic","non-SGTF","lambda1",0.665684795835586
"Mechanistic","non-SGTF","lambda_I",2.79437928096871
"Mechanistic","non-SGTF","r",0.152719862485574
"Mechanistic","non-SGTF","d",0.655858640697676
"Mechanistic","non-SGTF","m",3.1714
"Mechanistic","non-SGTF","kappa",1.50907970780843
"Mechanistic","non-SGTF","sigma_z",4.22682026508301
"Mechanistic","non-SGTF","lambda1",1.19016981663863
"Mechanistic","non-SGTF","lambda_I",3.45786034367131
"Mechanistic","non-SGTF","r",0.14355313981952
"Mechanistic","non-SGTF","d",0.804100514164246
"Mechanistic","non-SGTF","m",3.62556
"Mechanistic","non-SGTF","kappa",1.76823168644636
"Mechanistic","non-SGTF","sigma_z",3.05549008384051
"Mechanistic","non-SGTF","lambda1",0.923664009084997
"Mechanistic","non-SGTF","lambda_I",3.29046864525775
"Mechanistic","non-SGTF","r",0.311907066289442
"Mechanistic","non-SGTF","d",0.700823644942337
"Mechanistic","non-SGTF","m",3.20371
"Mechanistic","non-SGTF","kappa",1.2781107358863
"Mechanistic","non-SGTF","sigma_z",3.82535012868361
"Mechanistic","non-SGTF","lambda1",0.656993601178036
"Mechanistic","non-SGTF","lambda_I",2.9609199086405
"Mechanistic","non-SGTF","r",0.148608492242043
"Mechanistic","non-SGTF","d",0.821494530064416
"Mechanistic","non-SGTF","m",2.83387
"Mechanistic","non-SGTF","kappa",0.940762276405307
"Mechanistic","non-SGTF","sigma_z",4.23418133461755
"Mechanistic","non-SGTF","lambda1",0.998533805914343
"Mechanistic","non-SGTF","lambda_I",3.22154159113316
"Mechanistic","non-SGTF","r",0.198964273604628
"Mechanistic","non-SGTF","d",0.755646201331312
"Mechanistic","non-SGTF","m",3.0663
"Mechanistic","non-SGTF","kappa",1.20434036244849
"Mechanistic","non-SGTF","sigma_z",3.43731278856072
"Mechanistic","non-SGTF","lambda1",0.860076448569438
"Mechanistic","non-SGTF","lambda_I",3.75102824101115
"Mechanistic","non-SGTF","r",0.197303919591572
"Mechanistic","non-SGTF","d",0.610857238085206
"Mechanistic","non-SGTF","m",2.89053
"Mechanistic","non-SGTF","kappa",1.3571894764098
"Mechanistic","non-SGTF","sigma_z",3.42030592900747
"Mechanistic","non-SGTF","lambda1",0.903642916948407
"Mechanistic","non-SGTF","lambda_I",3.38295639409247
"Mechanistic","non-SGTF","r",0.167793705092525
"Mechanistic","non-SGTF","d",0.970371588416197
"Mechanistic","non-SGTF","m",3.084
"Mechanistic","non-SGTF","kappa",0.970162301836945
"Mechanistic","non-SGTF","sigma_z",3.81747801847588
"Mechanistic","non-SGTF","lambda1",0.71617408936814
"Mechanistic","non-SGTF","lambda_I",2.80681390942378
"Mechanistic","non-SGTF","r",0.147904275742154
"Mechanistic","non-SGTF","d",1.05510395751247
"Mechanistic","non-SGTF","m",3.31424
"Mechanistic","non-SGTF","kappa",0.951980716664915
"Mechanistic","non-SGTF","sigma_z",3.68990237107805
"Mechanistic","non-SGTF","lambda1",0.995712657008715
"Mechanistic","non-SGTF","lambda_I",3.48093174233443
"Mechanistic","non-SGTF","r",0.170800341195146
"Mechanistic","non-SGTF","d",0.987805660975151
"Mechanistic","non-SGTF","m",3.01459
"Mechanistic","non-SGTF","kappa",0.879255282222826
"Mechanistic","non-SGTF","sigma_z",3.77945568278735
"Mechanistic","non-SGTF","lambda1",1.93350999222773
"Mechanistic","non-SGTF","lambda_I",2.69564632673728
"Mechanistic","non-SGTF","r",0.303031051053176
"Mechanistic","non-SGTF","d",0.95218360537266
"Mechanistic","non-SGTF","m",3.29444
"Mechanistic","non-SGTF","kappa",0.820428921893707
"Mechanistic","non-SGTF","sigma_z",3.68783660421896
"Mechanistic","non-SGTF","lambda1",1.05032117673327
"Mechanistic","non-SGTF","lambda_I",5.92499592940082
"Mechanistic","non-SGTF","r",0.180351058952046
"Mechanistic","non-SGTF","d",0.64315791108784
"Mechanistic","non-SGTF","m",2.83389
"Mechanistic","non-SGTF","kappa",1.24159643605835
"Mechanistic","non-SGTF","sigma_z",4.08372678830399
"Mechanistic","non-SGTF","lambda1",0.658912849375279
"Mechanistic","non-SGTF","lambda_I",3.0753231956136
"Mechanistic","non-SGTF","r",0.222375029575018
"Mechanistic","non-SGTF","d",1.16850715708819
"Mechanistic","non-SGTF","m",2.72409
"Mechanistic","non-SGTF","kappa",0.665589609715751
"Mechanistic","non-SGTF","sigma_z",4.0769126559517
"Mechanistic","non-SGTF","lambda1",1.09005014525068
"Mechanistic","non-SGTF","lambda_I",2.6589465220361
"Mechanistic","non-SGTF","r",0.377550479010336
"Mechanistic","non-SGTF","d",1.16231766631839
"Mechanistic","non-SGTF","m",2.95157
"Mechanistic","non-SGTF","kappa",0.622428199166608
"Mechanistic","non-SGTF","sigma_z",3.99898268490863
"Mechanistic","non-SGTF","lambda1",0.665807293107423
"Mechanistic","non-SGTF","lambda_I",4.71241257086295
"Mechanistic","non-SGTF","r",0.164574816602363
"Mechanistic","non-SGTF","d",0.699184236462553
"Mechanistic","non-SGTF","m",2.50547
"Mechanistic","non-SGTF","kappa",1.10048390862383
"Mechanistic","non-SGTF","sigma_z",4.0037843445501
"Mechanistic","non-SGTF","lambda1",1.02626808085293
"Mechanistic","non-SGTF","lambda_I",8.07570361259983
"Mechanistic","non-SGTF","r",0.137150008448238
"Mechanistic","non-SGTF","d",0.769186358564734
"Mechanistic","non-SGTF","m",2.79583
"Mechanistic","non-SGTF","kappa",0.955060394678458
"Mechanistic","non-SGTF","sigma_z",4.37449025553134
"Mechanistic","non-SGTF","lambda1",0.739968249341273
"Mechanistic","non-SGTF","lambda_I",6.43177146302949
"Mechanistic","non-SGTF","r",0.169965466636403
"Mechanistic","non-SGTF","d",0.699091251142765
"Mechanistic","non-SGTF","m",2.81535
"Mechanistic","non-SGTF","kappa",0.996127806351279
"Mechanistic","non-SGTF","sigma_z",3.76214773333447
"Mechanistic","non-SGTF","lambda1",0.510827152205602
"Mechanistic","non-SGTF","lambda_I",2.24040353680232
"Mechanistic","non-SGTF","r",0.204595585897676
"Mechanistic","non-SGTF","d",0.86649581466475
"Mechanistic","non-SGTF","m",3.01136
"Mechanistic","non-SGTF","kappa",1.06225244316423
"Mechanistic","non-SGTF","sigma_z",4.01493035079824
"Mechanistic","non-SGTF","lambda1",0.340779376780417
"Mechanistic","non-SGTF","lambda_I",3.04241010798946
"Mechanistic","non-SGTF","r",0.195549839215065
"Mechanistic","non-SGTF","d",0.7451863184434
"Mechanistic","non-SGTF","m",2.75355
"Mechanistic","non-SGTF","kappa",1.13488576693956
"Mechanistic","non-SGTF","sigma_z",4.06132794425319
"Mechanistic","non-SGTF","lambda1",0.433268781962017
"Mechanistic","non-SGTF","lambda_I",2.85505183839735
"Mechanistic","non-SGTF","r",0.25338378573027
"Mechanistic","non-SGTF","d",0.765905105557418
"Mechanistic","non-SGTF","m",2.86523
"Mechanistic","non-SGTF","kappa",1.10095127330594
"Mechanistic","non-SGTF","sigma_z",4.31811947167684
"Mechanistic","non-SGTF","lambda1",1.06480054507257
"Mechanistic","non-SGTF","lambda_I",4.92783626385274
"Mechanistic","non-SGTF","r",0.0861771687572532
"Mechanistic","non-SGTF","d",0.668166423165186
"Mechanistic","non-SGTF","m",3.37531
"Mechanistic","non-SGTF","kappa",2.25353478721321
"Mechanistic","non-SGTF","sigma_z",3.64577878108034
"Mechanistic","non-SGTF","lambda1",0.853341039118857
"Mechanistic","non-SGTF","lambda_I",3.89054791540187
"Mechanistic","non-SGTF","r",0.0734492931472086
"Mechanistic","non-SGTF","d",0.734354057135064
"Mechanistic","non-SGTF","m",2.85325
"Mechanistic","non-SGTF","kappa",1.20161922331724
"Mechanistic","non-SGTF","sigma_z",3.39733058094511
"Mechanistic","non-SGTF","lambda1",1.22044433322602
"Mechanistic","non-SGTF","lambda_I",3.98568822013681
"Mechanistic","non-SGTF","r",0.145283249097015
"Mechanistic","non-SGTF","d",0.788999966969512
"Mechanistic","non-SGTF","m",2.83485
"Mechanistic","non-SGTF","kappa",0.927409466043088
"Mechanistic","non-SGTF","sigma_z",3.68396640799312
"Mechanistic","non-SGTF","lambda1",1.27530453363488
"Mechanistic","non-SGTF","lambda_I",4.15266376742596
"Mechanistic","non-SGTF","r",0.144349187726531
"Mechanistic","non-SGTF","d",0.774517518710606
"Mechanistic","non-SGTF","m",2.66066
"Mechanistic","non-SGTF","kappa",1.01832528450384
"Mechanistic","non-SGTF","sigma_z",3.85387833117071
"Mechanistic","non-SGTF","lambda1",0.724469946350263
"Mechanistic","non-SGTF","lambda_I",4.93804744985026
"Mechanistic","non-SGTF","r",0.0841655151848918
"Mechanistic","non-SGTF","d",0.780987604958615
"Mechanistic","non-SGTF","m",3.27682
"Mechanistic","non-SGTF","kappa",1.74722532310712
"Mechanistic","non-SGTF","sigma_z",4.2173627840225
"Mechanistic","non-SGTF","lambda1",0.811250008894413
"Mechanistic","non-SGTF","lambda_I",6.20564896117
"Mechanistic","non-SGTF","r",0.18648583397906
"Mechanistic","non-SGTF","d",0.677587217633138
"Mechanistic","non-SGTF","m",2.61206
"Mechanistic","non-SGTF","kappa",0.865699870803296
"Mechanistic","non-SGTF","sigma_z",4.09022507866921
"Mechanistic","non-SGTF","lambda1",0.613457679058699
"Mechanistic","non-SGTF","lambda_I",2.30481865791972
"Mechanistic","non-SGTF","r",0.158058509691737
"Mechanistic","non-SGTF","d",0.780246799289396
"Mechanistic","non-SGTF","m",3.46918
"Mechanistic","non-SGTF","kappa",1.8347770949752
"Mechanistic","non-SGTF","sigma_z",3.68208806414344
"Mechanistic","non-SGTF","lambda1",0.737339383184067
"Mechanistic","non-SGTF","lambda_I",5.57247890100642
"Mechanistic","non-SGTF","r",0.354506002802852
"Mechanistic","non-SGTF","d",0.855132372834855
"Mechanistic","non-SGTF","m",2.58587
"Mechanistic","non-SGTF","kappa",0.630013519690895
"Mechanistic","non-SGTF","sigma_z",3.76967955811531
"Mechanistic","non-SGTF","lambda1",0.597960847250617
"Mechanistic","non-SGTF","lambda_I",6.63321762869562
"Mechanistic","non-SGTF","r",0.141078331543369
"Mechanistic","non-SGTF","d",1.00970615209243
"Mechanistic","non-SGTF","m",2.85014
"Mechanistic","non-SGTF","kappa",0.738237271467602
"Mechanistic","non-SGTF","sigma_z",4.30208590816025
"Mechanistic","non-SGTF","lambda1",0.606312954286259
"Mechanistic","non-SGTF","lambda_I",5.27389933121219
"Mechanistic","non-SGTF","r",0.139021038665368
"Mechanistic","non-SGTF","d",0.951046330459864
"Mechanistic","non-SGTF","m",2.96872
"Mechanistic","non-SGTF","kappa",1.00583724068011
"Mechanistic","non-SGTF","sigma_z",4.32036547771308
"Mechanistic","non-SGTF","lambda1",0.521606399220886
"Mechanistic","non-SGTF","lambda_I",5.59263190412335
"Mechanistic","non-SGTF","r",0.356518195913404
"Mechanistic","non-SGTF","d",0.926078847011737
"Mechanistic","non-SGTF","m",2.99537
"Mechanistic","non-SGTF","kappa",0.780933718672971
"Mechanistic","non-SGTF","sigma_z",4.31773085841225
"Mechanistic","non-SGTF","lambda1",0.443129600412807
"Mechanistic","non-SGTF","lambda_I",5.21902185376655
"Mechanistic","non-SGTF","r",0.213126370599423
"Mechanistic","non-SGTF","d",0.824025337625429
"Mechanistic","non-SGTF","m",2.75949
"Mechanistic","non-SGTF","kappa",0.794696498588125
"Mechanistic","non-SGTF","sigma_z",3.88285225175056
"Mechanistic","non-SGTF","lambda1",0.847983585584184
"Mechanistic","non-SGTF","lambda_I",5.41812600429958
"Mechanistic","non-SGTF","r",0.362532918193726
"Mechanistic","non-SGTF","d",0.828665254271491
"Mechanistic","non-SGTF","m",2.57624
"Mechanistic","non-SGTF","kappa",0.651038824697271
"Mechanistic","non-SGTF","sigma_z",3.93830331558621
"Mechanistic","non-SGTF","lambda1",0.75931694986309
"Mechanistic","non-SGTF","lambda_I",3.89860969064547
"Mechanistic","non-SGTF","r",0.122056649726718
"Mechanistic","non-SGTF","d",0.668088920355349
"Mechanistic","non-SGTF","m",3.1957
"Mechanistic","non-SGTF","kappa",1.56376128593882
"Mechanistic","non-SGTF","sigma_z",4.06120610624244
"Mechanistic","non-SGTF","lambda1",0.829783048258133
"Mechanistic","non-SGTF","lambda_I",2.60209528674969
"Mechanistic","non-SGTF","r",0.257784838835213
"Mechanistic","non-SGTF","d",0.98760100884489
"Mechanistic","non-SGTF","m",2.85751
"Mechanistic","non-SGTF","kappa",0.68381832730067
"Mechanistic","non-SGTF","sigma_z",4.0754452315478
"Mechanistic","non-SGTF","lambda1",0.901209976721375
"Mechanistic","non-SGTF","lambda_I",2.88648644641666
"Mechanistic","non-SGTF","r",0.209391410702435
"Mechanistic","non-SGTF","d",0.876681958039455
"Mechanistic","non-SGTF","m",3.3716
"Mechanistic","non-SGTF","kappa",1.2101822886032
"Mechanistic","non-SGTF","sigma_z",3.65110550566346
"Mechanistic","non-SGTF","lambda1",0.50804462031256
"Mechanistic","non-SGTF","lambda_I",2.70589574050886
"Mechanistic","non-SGTF","r",0.167250933253222
"Mechanistic","non-SGTF","d",0.66858683205009
"Mechanistic","non-SGTF","m",2.93672
"Mechanistic","non-SGTF","kappa",1.63175969501727
"Mechanistic","non-SGTF","sigma_z",4.36845762245291
"Mechanistic","non-SGTF","lambda1",0.770969858667086
"Mechanistic","non-SGTF","lambda_I",6.88751257328714
"Mechanistic","non-SGTF","r",0.233265030940441
"Mechanistic","non-SGTF","d",0.829481062193366
"Mechanistic","non-SGTF","m",3.03275
"Mechanistic","non-SGTF","kappa",0.863503783343219
"Mechanistic","non-SGTF","sigma_z",4.41885229231799
"Mechanistic","non-SGTF","lambda1",0.864572598449069
"Mechanistic","non-SGTF","lambda_I",2.1987631550075
"Mechanistic","non-SGTF","r",0.155175274145187
"Mechanistic","non-SGTF","d",0.827494349626627
"Mechanistic","non-SGTF","m",2.88339
"Mechanistic","non-SGTF","kappa",1.04688731547718
"Mechanistic","non-SGTF","sigma_z",2.67243488822484
"Mechanistic","non-SGTF","lambda1",0.927026061503231
"Mechanistic","non-SGTF","lambda_I",2.40225288708526
"Mechanistic","non-SGTF","r",0.179871962615852
"Mechanistic","non-SGTF","d",0.780048641769447
"Mechanistic","non-SGTF","m",2.91863
"Mechanistic","non-SGTF","kappa",1.00798962808699
"Mechanistic","non-SGTF","sigma_z",3.72952171913066
"Mechanistic","non-SGTF","lambda1",1.00462550477321
"Mechanistic","non-SGTF","lambda_I",4.03005490526089
"Mechanistic","non-SGTF","r",0.178903271836748
"Mechanistic","non-SGTF","d",0.735199050078587
"Mechanistic","non-SGTF","m",3.30307
"Mechanistic","non-SGTF","kappa",1.27438791923756
"Mechanistic","non-SGTF","sigma_z",3.74540591644724
"Mechanistic","non-SGTF","lambda1",1.23977634944659
"Mechanistic","non-SGTF","lambda_I",2.5509095963056
"Mechanistic","non-SGTF","r",0.134074454867329
"Mechanistic","non-SGTF","d",0.753760199015585
"Mechanistic","non-SGTF","m",3.57996
"Mechanistic","non-SGTF","kappa",1.90015602267817
"Mechanistic","non-SGTF","sigma_z",4.09952043583667
"Mechanistic","non-SGTF","lambda1",0.387928203114833
"Mechanistic","non-SGTF","lambda_I",3.2209617658326
"Mechanistic","non-SGTF","r",0.143781570866391
"Mechanistic","non-SGTF","d",0.758040852252365
"Mechanistic","non-SGTF","m",2.42035
"Mechanistic","non-SGTF","kappa",0.944528894624292
"Mechanistic","non-SGTF","sigma_z",4.24766746284075
"Mechanistic","non-SGTF","lambda1",0.685520414480101
"Mechanistic","non-SGTF","lambda_I",2.36394775725561
"Mechanistic","non-SGTF","r",0.360137275277781
"Mechanistic","non-SGTF","d",1.13589172130104
"Mechanistic","non-SGTF","m",3.02362
"Mechanistic","non-SGTF","kappa",0.666075001445023
"Mechanistic","non-SGTF","sigma_z",3.9911124437522
"Mechanistic","non-SGTF","lambda1",0.639650721026099
"Mechanistic","non-SGTF","lambda_I",3.00509745977895
"Mechanistic","non-SGTF","r",0.272204951026797
"Mechanistic","non-SGTF","d",1.14622736798882
"Mechanistic","non-SGTF","m",3.11384
"Mechanistic","non-SGTF","kappa",0.79111732287059
"Mechanistic","non-SGTF","sigma_z",3.96422351062297
"Mechanistic","non-SGTF","lambda1",0.661374522327265
"Mechanistic","non-SGTF","lambda_I",3.1127295186381
"Mechanistic","non-SGTF","r",0.326354847606565
"Mechanistic","non-SGTF","d",1.27488120280652
"Mechanistic","non-SGTF","m",3.22979
"Mechanistic","non-SGTF","kappa",0.639894474382876
"Mechanistic","non-SGTF","sigma_z",4.18087268056112
"Mechanistic","non-SGTF","lambda1",0.759332136353952
