"group","parameter","value"
"Delta posterior","r",0.136253248979771
"Delta posterior","d",0.85478953349723
"Delta posterior","m",3.06981
"Delta posterior","kappa",1.18089544217752
"Delta posterior","sigma_z",4.08907997596904
"Delta posterior","lambda1",0.673341263398395
"Delta posterior","lambda_I",5.24025415489876
"Delta posterior","r",0.222517395146069
"Delta posterior","d",0.868742078863211
"Delta posterior","m",2.98567
"Delta posterior","kappa",0.821150395957449
"Delta posterior","sigma_z",3.98628611821106
"Delta posterior","lambda1",1.10330100534493
"Delta posterior","lambda_I",4.24507717580628
"Delta posterior","r",0.0921175315882835
"Delta posterior","d",0.741861285542271
"Delta posterior","m",3.1736
"Delta posterior","kappa",1.29911335868859
"Delta posterior","sigma_z",3.14102757635306
"Delta posterior","lambda1",0.987691082164178
"Delta posterior","lambda_I",3.4427824631335
"Delta posterior","r",0.097044077157818
"Delta posterior","d",0.766390076966493
"Delta posterior","m",3.0369
"Delta posterior","kappa",1.54424636237845
"Delta posterior","sigma_z",4.01669730885485
"Delta posterior","lambda1",0.654629403272943
"Delta posterior","lambda_I",3.14310133881979
"Delta posterior","r",0.288145418768228
"Delta posterior","d",0.674726402437585
"Delta posterior","m",3.06842
"Delta posterior","kappa",1.23344738372843
"Delta posterior","sigma_z",4.26994095809112
"Delta posterior","lambda1",0.513953749033875
"Delta posterior","lambda_I",2.99504722682794
"Delta posterior","r",0.172130907764155
"Delta posterior","d",0.811327892633627
"Delta posterior","m",2.75019
"Delta posterior","kappa",1.14926545096081
"Delta posterior","sigma_z",3.25821663103584
"Delta posterior","lambda1",0.588357807498781
"Delta posterior","lambda_I",5.72075048238798
"Delta posterior","r",0.185184991401996
"Delta posterior","d",0.709204045842994
"Delta posterior","m",2.97266
"Delta posterior","kappa",1.0901700573617
"Delta posterior","sigma_z",4.25668206996926
"Delta posterior","lambda1",0.860905962027107
"Delta posterior","lambda_I",2.66613271210019
"Delta posterior","r",0.0552387819957916
"Delta posterior","d",0.780290494333606
"Delta posterior","m",2.94924
"Delta posterior","kappa",1.51548421233716
"Delta posterior","sigma_z",2.92250171152146
"Delta posterior","lambda1",0.708209022032796
"Delta posterior","lambda_I",2.70575774334505
"Delta posterior","r",0.0740377633799201
"Delta posterior","d",0.726843567485774
"Delta posterior","m",4.02082
"Delta posterior","kappa",5.31875897093285
"Delta posterior","sigma_z",4.27019716223465
"Delta posterior","lambda1",0.567813647204791
"Delta posterior","lambda_I",2.24148367159863
"Delta posterior","r",0.0898934678789831
"Delta posterior","d",0.674800626424097
"Delta posterior","m",3.33434
"Delta posterior","kappa",2.35298091784686
"Delta posterior","sigma_z",3.89459618997178
"Delta posterior","lambda1",1.40066762786791
"Delta posterior","lambda_I",4.14901103075048
"Delta posterior","r",0.188023184866116
"Delta posterior","d",0.750681363655798
"Delta posterior","m",2.99278
"Delta posterior","kappa",1.21392632137421
"Delta posterior","sigma_z",3.72445301709128
"Delta posterior","lambda1",1.50653754306814
"Delta posterior","lambda_I",3.41511101313164
"Delta posterior","r",0.16290957283491
"Delta posterior","d",0.722249234152357
"Delta posterior","m",2.85229
"Delta posterior","kappa",1.25970428629259
"Delta posterior","sigma_z",4.02007275208197
"Delta posterior","lambda1",0.456371092993241
"Delta posterior","lambda_I",2.66567417670888
"Delta posterior","r",0.125802759417511
"Delta posterior","d",0.657402378314479
"Delta posterior","m",3.29085
"Delta posterior","kappa",2.1773967241805
"Delta posterior","sigma_z",4.47081178714866
"Delta posterior","lambda1",0.576728304185212
"Delta posterior","lambda_I",2.74609526768102
"Delta posterior","r",0.189425399907795
"Delta posterior","d",0.731404222579568
"Delta posterior","m",3.14163
"Delta posterior","kappa",1.87925232825042
"Delta posterior","sigma_z",4.45461216047213
"Delta posterior","lambda1",0.429027182324345
"Delta posterior","lambda_I",1.9112662872428
"Delta posterior","r",0.216470716358943
"Delta posterior","d",0.74380676674471
"Delta posterior","m",3.08301
"Delta posterior","kappa",1.76954774033241
"Delta posterior","sigma_z",4.42238878856173
"Delta posterior","lambda1",0.549459066598267
"Delta posterior","lambda_I",2.29592313474867
"Delta posterior","r",0.194767254490855
"Delta posterior","d",0.720433618740529
"Delta posterior","m",3.20197
"Delta posterior","kappa",1.99419009401049
"Delta posterior","sigma_z",4.12002816704717
"Delta posterior","lambda1",0.370051534725854
"Delta posterior","lambda_I",4.32477449871879
"Delta posterior","r",0.127139547061235
"Delta posterior","d",0.886144720760253
"Delta posterior","m",3.00327
"Delta posterior","kappa",1.21908551524095
"Delta posterior","sigma_z",3.73941805854466
"Delta posterior","lambda1",0.534602927091268
"Delta posterior","lambda_I",2.3265069974186
"Delta posterior","r",0.168850765255356
"Delta posterior","d",0.916775460362687
"Delta posterior","m",2.7205
"Delta posterior","kappa",0.787199947449752
"Delta posterior","sigma_z",4.29070047286824
"Delta posterior","lambda1",0.702349595239477
"Delta posterior","lambda_I",2.26803314509923
"Delta posterior","r",0.155314994756761
"Delta posterior","d",0.787265287756976
"Delta posterior","m",2.75668
"Delta posterior","kappa",1.16656321145546
"Delta posterior","sigma_z",4.2882983532597
"Delta posterior","lambda1",0.79137289503856
"Delta posterior","lambda_I",3.16173206730693
"Delta posterior","r",0.280105208988607
"Delta posterior","d",0.72754749270394
"Delta posterior","m",3.09605
"Delta posterior","kappa",0.994635321560089
"Delta posterior","sigma_z",2.93950147310089
"Delta posterior","lambda1",0.331655002318181
"Delta posterior","lambda_I",2.15572695332267
"Delta posterior","r",0.167177359030106
"Delta posterior","d",0.841886560553239
"Delta posterior","m",2.98853
"Delta posterior","kappa",1.35874978334287
"Delta posterior","sigma_z",4.45519129769609
"Delta posterior","lambda1",0.854692093044622
"Delta posterior","lambda_I",2.76375427500077
"Delta posterior","r",0.155319654276497
"Delta posterior","d",0.774445491930663
"Delta posterior","m",3.36062
"Delta posterior","kappa",1.56485004263721
"Delta posterior","sigma_z",4.47416615371925
"Delta posterior","lambda1",0.212572961779084
"Delta posterior","lambda_I",3.28849495623651
"Delta posterior","r",0.299826891261394
"Delta posterior","d",1.31467698937484
"Delta posterior","m",2.23318
"Delta posterior","kappa",0.454061330889342
"Delta posterior","sigma_z",4.33191626698021
"Delta posterior","lambda1",0.562761142107455
"Delta posterior","lambda_I",1.5921160810557
"Delta posterior","r",0.207575531150656
"Delta posterior","d",0.823361440789668
"Delta posterior","m",3.23237
"Delta posterior","kappa",1.31044398547172
"Delta posterior","sigma_z",3.89529728038221
"Delta posterior","lambda1",0.500555398519248
"Delta posterior","lambda_I",2.94032464875257
"Delta posterior","r",0.138955714129664
"Delta posterior","d",0.81764992379808
"Delta posterior","m",3.3109
"Delta posterior","kappa",1.54013180434473
"Delta posterior","sigma_z",4.04163777630836
"Delta posterior","lambda1",0.811111297003097
"Delta posterior","lambda_I",3.81728714934672
"Delta posterior","r",0.361685582934045
"Delta posterior","d",0.759988482820605
"Delta posterior","m",2.74589
"Delta posterior","kappa",0.809663945096632
"Delta posterior","sigma_z",3.55992686103569
"Delta posterior","lambda1",0.551299533262175
"Delta posterior","lambda_I",3.65881747154321
"Delta posterior","r",0.0938769872513185
"Delta posterior","d",0.75403914189047
"Delta posterior","m",3.11977
"Delta posterior","kappa",1.45979351845072
"Delta posterior","sigma_z",4.3997600264777
"Delta posterior","lambda1",0.538045580656092
"Delta posterior","lambda_I",1.57554146421559
"Delta posterior","r",0.101694709289463
"Delta posterior","d",0.828964456431023
"Delta posterior","m",3.10921
"Delta posterior","kappa",1.89539829782929
"Delta posterior","sigma_z",4.33737792159643
"Delta posterior","lambda1",0.427533342283951
"Delta posterior","lambda_I",2.84499127275314
"Delta posterior","r",0.112541864237953
"Delta posterior","d",0.680003726962363
"Delta posterior","m",3.88448
"Delta posterior","kappa",9.30861206356682
"Delta posterior","sigma_z",4.41938258641007
"Delta posterior","lambda1",0.848409380209657
"Delta posterior","lambda_I",4.45568139569373
"Delta posterior","r",0.0977961567253826
"Delta posterior","d",0.622831040516593
"Delta posterior","m",3.90575
"Delta posterior","kappa",12.6161785219432
"Delta posterior","sigma_z",4.22817306400412
"Delta posterior","lambda1",0.384161592926274
"Delta posterior","lambda_I",4.115334011114
"Delta posterior","r",0.132979539625078
"Delta posterior","d",0.674304155886618
"Delta posterior","m",3.34571
"Delta posterior","kappa",1.76654383126493
"Delta posterior","sigma_z",4.07838060872349
"Delta posterior","lambda1",1.31338004333448
"Delta posterior","lambda_I",3.30719368343471
"Delta posterior","r",0.100542978111065
"Delta posterior","d",0.637874961471076
"Delta posterior","m",3.74874
"Delta posterior","kappa",3.08477894497278
"Delta posterior","sigma_z",3.45102055381735
"Delta posterior","lambda1",1.13591443936265
"Delta posterior","lambda_I",3.98875838192691
"Delta posterior","r",0.165388173726143
"Delta posterior","d",0.733609799523508
"Delta posterior","m",3.47417
"Delta posterior","kappa",2.2442491255177
"Delta posterior","sigma_z",3.55007950851035
"Delta posterior","lambda1",0.52752923150074
"Delta posterior","lambda_I",2.80993120264091
"Delta posterior","r",0.162564570372326
"Delta posterior","d",0.766959716388519
"Delta posterior","m",3.48801
"Delta posterior","kappa",1.70779147384452
"Delta posterior","sigma_z",4.25808700685418
"Delta posterior","lambda1",0.496620065979337
"Delta posterior","lambda_I",2.24907720279939
"Delta posterior","r",0.100084545018574
"Delta posterior","d",0.771747388093618
"Delta posterior","m",2.97019
"Delta posterior","kappa",1.31421561872685
"Delta posterior","sigma_z",3.96894374458279
"Delta posterior","lambda1",0.61493174566081
"Delta posterior","lambda_I",3.90309567073387
"Delta posterior","r",0.344769224591932
"Delta posterior","d",0.788864270645412
"Delta posterior","m",2.93277
"Delta posterior","kappa",0.818922358491161
"Delta posterior","sigma_z",3.77911554708223
"Delta posterior","lambda1",0.707217515905148
"Delta posterior","lambda_I",4.00050258709202
"Delta posterior","r",0.136029976784687
"Delta posterior","d",0.83539467594515
"Delta posterior","m",2.84747
"Delta posterior","kappa",1.01300747063254
"Delta posterior","sigma_z",4.30617483170416
"Delta posterior","lambda1",0.522689856197136
"Delta posterior","lambda_I",4.29370501466619
"Delta posterior","r",0.184453108919782
"Delta posterior","d",0.819385999744164
"Delta posterior","m",3.08111
"Delta posterior","kappa",1.08465113421158
"Delta posterior","sigma_z",4.21951418760363
"Delta posterior","lambda1",0.503209346320257
"Delta posterior","lambda_I",4.36535711835017
"Delta posterior","r",0.183575362679291
"Delta posterior","d",0.823512953233491
"Delta posterior","m",3.1002
"Delta posterior","kappa",1.0059616704426
"Delta posterior","sigma_z",4.21243135501371
"Delta posterior","lambda1",0.785160596967181
"Delta posterior","lambda_I",2.55940292790061
"Delta posterior","r",0.240777983590376
"Delta posterior","d",0.813138359522054
"Delta posterior","m",2.59801
"Delta posterior","kappa",0.886791842577134
"Delta posterior","sigma_z",3.61973203638584
"Delta posterior","lambda1",1.05631031392519
"Delta posterior","lambda_I",5.14677343059524
"Delta posterior","r",0.0969732608325963
"Delta posterior","d",0.756745710057184
"Delta posterior","m",2.94992
"Delta posterior","kappa",1.27409866601138
"Delta posterior","sigma_z",3.34792248590137
"Delta posterior","lambda1",0.84054650290158
"Delta posterior","lambda_I",3.39084787249287
"Delta posterior","r",0.544595479153918
"Delta posterior","d",0.759736968260748
"Delta posterior","m",2.55641
"Delta posterior","kappa",0.636270812788852
"Delta posterior","sigma_z",3.88343472327259
"Delta posterior","lambda1",0.847108917929999
"Delta posterior","lambda_I",3.4274275692781
"Delta posterior","r",0.0701254148003686
"Delta posterior","d",0.875348662994228
"Delta posterior","m",3.44714
"Delta posterior","kappa",1.65138445544299
"Delta posterior","sigma_z",3.87366078810063
"Delta posterior","lambda1",0.937345532543308
"Delta posterior","lambda_I",5.48518049387602
"Delta posterior","r",0.115404722831039
"Delta posterior","d",0.700941393205264
"Delta posterior","m",2.95252
"Delta posterior","kappa",1.2231873085919
"Delta posterior","sigma_z",3.48995904085232
"Delta posterior","lambda1",0.544883101492527
"Delta posterior","lambda_I",6.17173501394892
"Delta posterior","r",0.0816960194373649
"Delta posterior","d",0.705065903779926
"Delta posterior","m",2.84645
"Delta posterior","kappa",1.34743663691793
"Delta posterior","sigma_z",4.17468956562756
"Delta posterior","lambda1",0.827664003357213
"Delta posterior","lambda_I",2.15771545012979
"Delta posterior","r",0.125917292033017
"Delta posterior","d",0.751227307433693
"Delta posterior","m",3.37094
"Delta posterior","kappa",1.99858414028145
"Delta posterior","sigma_z",3.89946747913068
"Delta posterior","lambda1",1.03089133313622
"Delta posterior","lambda_I",8.06077737194622
"Delta posterior","r",0.129961113525604
"Delta posterior","d",0.681226792254752
"Delta posterior","m",2.8911
"Delta posterior","kappa",1.17061470531591
"Delta posterior","sigma_z",4.39562619525787
"Delta posterior","lambda1",1.0190723982006
"Delta posterior","lambda_I",9.04923297521399
"Delta posterior","r",0.115279000214427
"Delta posterior","d",0.618491394961885
"Delta posterior","m",3.19759
"Delta posterior","kappa",1.75124331256854
"Delta posterior","sigma_z",4.0450341783296
"Delta posterior","lambda1",0.597305243865386
"Delta posterior","lambda_I",4.39373648231131
"Delta posterior","r",0.205633463177387
"Delta posterior","d",0.849529170521517
"Delta posterior","m",2.64316
"Delta posterior","kappa",0.778318076240481
"Delta posterior","sigma_z",4.34015473195079
"Delta posterior","lambda1",2.4694414710777
"Delta posterior","lambda_I",4.46741526103383
"Delta posterior","r",0.224443785908152
"Delta posterior","d",0.619928580698457
"Delta posterior","m",3.43798
"Delta posterior","kappa",2.11534093904304
"Delta posterior","sigma_z",3.26614372496766
"Delta posterior","lambda1",1.50235218016252
"Delta posterior","lambda_I",3.57533901135108
"Delta posterior","r",0.150201132460015
"Delta posterior","d",0.804350628314886
"Delta posterior","m",3.03678
"Delta posterior","kappa",1.04317828894906
"Delta posterior","sigma_z",3.24641074531151
"Delta posterior","lambda1",0.876131574608292
"Delta posterior","lambda_I",4.16389110968945
"Delta posterior","r",0.16180554568612
"Delta posterior","d",0.623383113350641
"Delta posterior","m",3.49941
"Delta posterior","kappa",2.43778295194012
"Delta posterior","sigma_z",3.47029637161886
"Delta posterior","lambda1",0.736134082158249
"Delta posterior","lambda_I",3.3761634809051
"Delta posterior","r",0.0822386411823449
"Delta posterior","d",0.693020291193078
"Delta posterior","m",3.85335
"Delta posterior","kappa",7.68622680073776
"Delta posterior","sigma_z",4.28534044799062
"Delta posterior","lambda1",0.700448804571033
"Delta posterior","lambda_I",3.09101649624743
"Delta posterior","r",0.100772477631192
"Delta posterior","d",0.657119756059943
"Delta posterior","m",3.6309
"Delta posterior","kappa",3.96644409749521
"Delta posterior","sigma_z",4.23600242409761
"Delta posterior","lambda1",0.693314194099557
"Delta posterior","lambda_I",3.44691628188445
"Delta posterior","r",0.102574080999189
"Delta posterior","d",0.643895392550112
"Delta posterior","m",3.54691
"Delta posterior","kappa",5.87161662193044
"Delta posterior","sigma_z",4.27267459497479
"Delta posterior","lambda1",0.582403367504578
"Delta posterior","lambda_I",2.04357760538421
"Delta posterior","r",0.347007113238148
"Delta posterior","d",1.13029877451296
"Delta posterior","m",2.60348
"Delta posterior","kappa",0.536692486144911
"Delta posterior","sigma_z",3.86209584055677
"Delta posterior","lambda1",0.741833837182504
"Delta posterior","lambda_I",2.23081725411513
"Delta posterior","r",0.301905869678175
"Delta posterior","d",0.934686032689336
"Delta posterior","m",2.56879
"Delta posterior","kappa",0.614466418477905
"Delta posterior","sigma_z",4.03493422308822
"Delta posterior","lambda1",0.257393303522405
"Delta posterior","lambda_I",1.92666012753993
"Delta posterior","r",0.287469072052774
"Delta posterior","d",0.7397233603821
"Delta posterior","m",3.12265
"Delta posterior","kappa",1.83629141064788
"Delta posterior","sigma_z",4.37444651084751
"Delta posterior","lambda1",0.440127421357394
"Delta posterior","lambda_I",1.88343455299664
"Delta posterior","r",0.167996858358627
"Delta posterior","d",0.770294014502019
"Delta posterior","m",2.58958
"Delta posterior","kappa",1.15845590266388
"Delta posterior","sigma_z",2.50591014528741
"Delta posterior","lambda1",0.440421965116184
"Delta posterior","lambda_I",2.80793685956261
"Delta posterior","r",0.209075468268843
"Delta posterior","d",0.71200168571195
"Delta posterior","m",2.96086
"Delta posterior","kappa",1.42495894103966
"Delta posterior","sigma_z",3.0613316468174
"Delta posterior","lambda1",0.497604845432038
"Delta posterior","lambda_I",1.73082643061065
"Delta posterior","r",0.411914283926432
"Delta posterior","d",0.807021475130469
"Delta posterior","m",2.75834
"Delta posterior","kappa",0.92790882494905
"Delta posterior","sigma_z",4.27241824218975
"Delta posterior","lambda1",0.350399971939934
"Delta posterior","lambda_I",1.29663960686131
"Delta posterior","r",0.462374550955267
"Delta posterior","d",0.930513401994807
"Delta posterior","m",2.91986
"Delta posterior","kappa",0.927138145729421
"Delta posterior","sigma_z",3.94208590212021
"Delta posterior","lambda1",0.63651200512996
"Delta posterior","lambda_I",2.59463797963119
"Delta posterior","r",0.266380377782849
"Delta posterior","d",0.659119780496468
"Delta posterior","m",2.81523
"Delta posterior","kappa",1.45645150311904
"Delta posterior","sigma_z",4.27759099714843
"Delta posterior","lambda1",0.292292577680859
"Delta posterior","lambda_I",4.35463153771212
"Delta posterior","r",0.169219261438516
"Delta posterior","d",0.879915850952286
"Delta posterior","m",2.87719
"Delta posterior","kappa",1.07509400041147
"Delta posterior","sigma_z",4.15366052633642
"Delta posterior","lambda1",0.763985094364537
"Delta posterior","lambda_I",6.01929414027433
"Delta posterior","r",0.205719847371332
"Delta posterior","d",0.853116639935355
"Delta posterior","m",3.0377
"Delta posterior","kappa",0.990649965963118
"Delta posterior","sigma_z",4.32062470741855
"Delta posterior","lambda1",0.617702085531852
"Delta posterior","lambda_I",5.53310975414147
"Delta posterior","r",0.22859577725326
"Delta posterior","d",0.792663884728234
"Delta posterior","m",3.02142
"Delta posterior","kappa",0.844749622724376
"Delta posterior","sigma_z",4.27682110006176
"Delta posterior","lambda1",0.677720715464117
"Delta posterior","lambda_I",7.37827594845098
"Delta posterior","r",0.102577158267778
"Delta posterior","d",0.692774312653478
"Delta posterior","m",2.25143
"Delta posterior","kappa",0.96281691950356
"Delta posterior","sigma_z",4.03876923194094
"Delta posterior","lambda1",0.733196893450343
"Delta posterior","lambda_I",4.38552787253159
"Delta posterior","r",0.11420159672818
"Delta posterior","d",0.924636492304064
"Delta posterior","m",2.36043
"Delta posterior","kappa",0.794840351672681
"Delta posterior","sigma_z",3.64435720458116
"Delta posterior","lambda1",0.653903167770581
"Delta posterior","lambda_I",6.31368815838357
"Delta posterior","r",0.116877371578314
"Delta posterior","d",0.848618114590465
"Delta posterior","m",2.03072
"Delta posterior","kappa",0.708094301463844
"Delta posterior","sigma_z",3.69887973692174
"Delta posterior","lambda1",0.925505781587484
"Delta posterior","lambda_I",3.96192492764031
"Delta posterior","r",0.244135958964806
"Delta posterior","d",0.891952855836578
"Delta posterior","m",2.98921
"Delta posterior","kappa",0.850869934938306
"Delta posterior","sigma_z",4.21066250532904
"Delta posterior","lambda1",0.830120008574042
"Delta posterior","lambda_I",2.90658833522742
"Delta posterior","r",0.0946726620481361
"Delta posterior","d",0.776975080933055
"Delta posterior","m",3.11488
"Delta posterior","kappa",1.52702897321174
"Delta posterior","sigma_z",3.82890935908889
"Delta posterior","lambda1",0.742655501947804
"Delta posterior","lambda_I",5.87731485324911
"Delta posterior","r",0.162834651664597
"Delta posterior","d",0.620119548108784
"Delta posterior","m",3.06114
"Delta posterior","kappa",1.46473889805329
"Delta posterior","sigma_z",4.20632775572783
"Delta posterior","lambda1",0.610646528687528
"Delta posterior","lambda_I",6.25543070961576
"Delta posterior","r",0.158401869067954
"Delta posterior","d",0.827167553904928
"Delta posterior","m",2.56872
"Delta posterior","kappa",0.901105442427181
"Delta posterior","sigma_z",4.2623472236144
"Delta posterior","lambda1",0.794322284671586
"Delta posterior","lambda_I",6.51938469791589
"Delta posterior","r",0.231816307257715
"Delta posterior","d",0.602898151202013
"Delta posterior","m",3.01946
"Delta posterior","kappa",1.41555828360581
"Delta posterior","sigma_z",3.81293792152735
"Delta posterior","lambda1",0.5069169984181
"Delta posterior","lambda_I",2.12265359134779
"Delta posterior","r",0.137461692595082
"Delta posterior","d",1.08308862766182
"Delta posterior","m",2.97544
"Delta posterior","kappa",0.998678014593592
"Delta posterior","sigma_z",4.03985984685995
"Delta posterior","lambda1",0.612091804724544
"Delta posterior","lambda_I",2.22317865861374
"Delta posterior","r",0.227717375519182
"Delta posterior","d",0.958061889767852
"Delta posterior","m",2.73928
"Delta posterior","kappa",0.780654194439509
"Delta posterior","sigma_z",4.13017591294806
"Delta posterior","lambda1",0.427461950177196
"Delta posterior","lambda_I",2.27555959959664
"Delta posterior","r",0.184805751023822
"Delta posterior","d",0.87783643097281
"Delta posterior","m",3.07589
"Delta posterior","kappa",1.18643023953652
"Delta posterior","sigma_z",4.3709483530885
"Delta posterior","lambda1",0.659731067820889
"Delta posterior","lambda_I",2.35543871267075
"Delta posterior","r",0.185960684735688
"Delta posterior","d",0.799165676413992
"Delta posterior","m",2.76736
"Delta posterior","kappa",1.00043180920276
"Delta posterior","sigma_z",4.41531862413987
"Delta posterior","lambda1",0.404363521463761
"Delta posterior","lambda_I",5.37065567126857
"Delta posterior","r",0.185396222671141
"Delta posterior","d",0.720404081567677
"Delta posterior","m",3.19837
"Delta posterior","kappa",1.6006631305883
"Delta posterior","sigma_z",4.13765830086881
"Delta posterior","lambda1",0.493908006892924
"Delta posterior","lambda_I",4.83523629751709
"Delta posterior","r",0.13013537814895
"Delta posterior","d",0.619940979394057
"Delta posterior","m",2.92719
"Delta posterior","kappa",1.48932351487785
"Delta posterior","sigma_z",4.24444046198464
"Delta posterior","lambda1",0.906419913163562
"Delta posterior","lambda_I",4.63571292237509
"Delta posterior","r",0.291239303778689
"Delta posterior","d",0.839187598310159
"Delta posterior","m",2.94306
"Delta posterior","kappa",0.674564487531566
"Delta posterior","sigma_z",3.47533195127068
"Delta posterior","lambda1",0.663394793968485
"Delta posterior","lambda_I",4.0413548715658
"Delta posterior","r",0.273919777037089
"Delta posterior","d",0.871106531669304
"Delta posterior","m",2.75006
"Delta posterior","kappa",0.695822973095938
"Delta posterior","sigma_z",4.38048741429717
"Delta posterior","lambda1",0.990488889468832
"Delta posterior","lambda_I",2.93779705657507
"Delta posterior","r",0.229106114651246
"Delta posterior","d",0.620587294566312
"Delta posterior","m",3.06602
"Delta posterior","kappa",1.47329295361902
"Delta posterior","sigma_z",2.72162737219566
"Delta posterior","lambda1",0.835225943263184
"Delta posterior","lambda_I",4.94372947095352
"Delta posterior","r",0.158861901212455
"Delta posterior","d",1.15010587114162
"Delta posterior","m",2.95774
"Delta posterior","kappa",0.76641766750589
"Delta posterior","sigma_z",4.08221608888895
"Delta posterior","lambda1",0.59004763975184
"Delta posterior","lambda_I",6.00774818319072
"Delta posterior","r",0.0836570144761825
"Delta posterior","d",0.981985437664349
"Delta posterior","m",2.90022
"Delta posterior","kappa",0.992327465320956
"Delta posterior","sigma_z",4.38833550871776
"Delta posterior","lambda1",0.687554623660851
"Delta posterior","lambda_I",4.25561803246199
"Delta posterior","r",0.156590681860862
"Delta posterior","d",0.919167141437136
"Delta posterior","m",2.84541
"Delta posterior","kappa",0.872541553719585
"Delta posterior","sigma_z",4.05203814414169
"Delta posterior","lambda1",0.448763166150008
"Delta posterior","lambda_I",5.25274081301646
"Delta posterior","r",0.201535446482857
"Delta posterior","d",0.754985300091606
"Delta posterior","m",2.34903
"Delta posterior","kappa",0.831822668250745
"Delta posterior","sigma_z",4.24236119562013
"Delta posterior","lambda1",0.86399784879654
"Delta posterior","lambda_I",6.19603765596599
"Delta posterior","r",0.13031378579835
"Delta posterior","d",0.719565299498074
"Delta posterior","m",3.03884
"Delta posterior","kappa",1.3648861246609
"Delta posterior","sigma_z",3.97065075737441
"Delta posterior","lambda1",1.24008261202678
"Delta posterior","lambda_I",4.71590104674227
"Delta posterior","r",0.0965224167197616
"Delta posterior","d",0.70861494208741
"Delta posterior","m",3.3698
"Delta posterior","kappa",1.93711935304601
"Delta posterior","sigma_z",3.77401718326356
"Delta posterior","lambda1",0.871917909488057
"Delta posterior","lambda_I",4.74684411312474
"Delta posterior","r",0.130637365059568
"Delta posterior","d",0.764728048893667
"Delta posterior","m",3.5279
"Delta posterior","kappa",1.52131029545245
"Delta posterior","sigma_z",3.73620354145478
"Delta posterior","lambda1",0.594834537705518
"Delta posterior","lambda_I",2.34307460341908
"Delta posterior","r",0.348505941551021
"Delta posterior","d",0.862053452827742
"Delta posterior","m",2.58899
"Delta posterior","kappa",0.667622756998878
"Delta posterior","sigma_z",4.2600887781268
"Delta posterior","lambda1",0.825630452202395
"Delta posterior","lambda_I",3.62331734553706
"Delta posterior","r",0.287000879146209
"Delta posterior","d",0.931686867339204
"Delta posterior","m",3.24919
"Delta posterior","kappa",0.836847017490736
"Delta posterior","sigma_z",4.0150508005155
"Delta posterior","lambda1",0.892730085208267
"Delta posterior","lambda_I",3.67179263788694
"Delta posterior","r",0.275391928884432
"Delta posterior","d",0.835621098581212
"Delta posterior","m",3.06754
"Delta posterior","kappa",0.837029470027152
"Delta posterior","sigma_z",4.02091705600872
"Delta posterior","lambda1",0.646327459746131
"Delta posterior","lambda_I",3.69958259084076
"Delta posterior","r",0.263822170340346
"Delta posterior","d",0.694091835097487
"Delta posterior","m",2.58825
"Delta posterior","kappa",0.856726969350895
"Delta posterior","sigma_z",3.97943559922295
"Delta posterior","lambda1",1.2706340146075
"Delta posterior","lambda_I",4.08103241786377
"Delta posterior","r",0.127928981636886
"Delta posterior","d",0.787573168671285
"Delta posterior","m",3.65977
"Delta posterior","kappa",1.96776621818279
"Delta posterior","sigma_z",3.4192457984982
"Delta posterior","lambda1",1.2442152376878
"Delta posterior","lambda_I",4.2933615320045
"Delta posterior","r",0.124293447134592
"Delta posterior","d",0.702301837090796
"Delta posterior","m",3.32812
"Delta posterior","kappa",1.94973799108127
"Delta posterior","sigma_z",3.91153546908348
"Delta posterior","lambda1",0.205586172919444
"Delta posterior","lambda_I",1.62425297111573
"Delta posterior","r",0.23444365433242
"Delta posterior","d",0.832684050400752
"Delta posterior","m",2.78769
"Delta posterior","kappa",1.046646768412
"Delta posterior","sigma_z",3.86441379337741
"Delta posterior","lambda1",0.559216266281147
"Delta posterior","lambda_I",2.62642078224636
"Delta posterior","r",0.141578633849649
"Delta posterior","d",0.731567343908555
"Delta posterior","m",3.26315
"Delta posterior","kappa",1.68757907174981
"Delta posterior","sigma_z",4.17882455477944
"Delta posterior","lambda1",0.612850043631835
"Delta posterior","lambda_I",2.64168771794063
"Delta posterior","r",0.150488290771903
"Delta posterior","d",0.96198107602654
"Delta posterior","m",3.05761
"Delta posterior","kappa",1.07378962820909
"Delta posterior","sigma_z",3.77545158231176
"Delta posterior","lambda1",0.704133014232479
"Delta posterior","lambda_I",2.71366467504303
"Delta posterior","r",0.138056811638698
"Delta posterior","d",0.978759427049384
"Delta posterior","m",2.95125
"Delta posterior","kappa",1.00399721764924
"Delta posterior","sigma_z",3.74915319569104
"Delta posterior","lambda1",0.612634358379308
"Delta posterior","lambda_I",3.65048487048298
"Delta posterior","r",0.109410326643325
"Delta posterior","d",0.780216370257594
"Delta posterior","m",2.96767
"Delta posterior","kappa",1.20203625753899
"Delta posterior","sigma_z",4.22741206134489
"Delta posterior","lambda1",0.647904480584934
"Delta posterior","lambda_I",3.55540862361023
"Delta posterior","r",0.10297799029943
"Delta posterior","d",0.725029453090659
"Delta posterior","m",2.70561
"Delta posterior","kappa",1.24418040014887
"Delta posterior","sigma_z",4.33846240163119
"Delta posterior","lambda1",0.382957983298844
"Delta posterior","lambda_I",2.75305168486539
"Delta posterior","r",0.313056998871601
"Delta posterior","d",1.0054488915021
"Delta posterior","m",3.22815
"Delta posterior","kappa",0.981159935083763
"Delta posterior","sigma_z",4.36531346499725
