"group","parameter","value"
"Omicron posterior","lambda_I",0.674880257596162
"Omicron posterior","r",0.174446007120591
"Omicron posterior","d",0.785246184136666
"Omicron posterior","m",2.17094
"Omicron posterior","kappa",8.41335227172673
"Omicron posterior","sigma_z",3.17250025187619
"Omicron posterior","lambda1",0.400185935951497
"Omicron posterior","lambda_I",0.939499398841028
"Omicron posterior","r",0.198128394772295
"Omicron posterior","d",0.741796004621546
"Omicron posterior","m",2.04686
"Omicron posterior","kappa",4.9371093099609
"Omicron posterior","sigma_z",2.21324773471982
"Omicron posterior","lambda1",0.0803912451415947
"Omicron posterior","lambda_I",1.25849429196886
"Omicron posterior","r",0.168218760634942
"Omicron posterior","d",0.726555794415878
"Omicron posterior","m",2.03968
"Omicron posterior","kappa",3.81996018580488
"Omicron posterior","sigma_z",3.86704248841192
"Omicron posterior","lambda1",0.115789661124614
"Omicron posterior","lambda_I",1.71107529436555
"Omicron posterior","r",0.306677062109052
"Omicron posterior","d",0.777143702820431
"Omicron posterior","m",1.94482
"Omicron posterior","kappa",1.59352413393904
"Omicron posterior","sigma_z",3.21835384315355
"Omicron posterior","lambda1",0.136032697411429
"Omicron posterior","lambda_I",1.6070657489291
"Omicron posterior","r",0.162701181980281
"Omicron posterior","d",0.784115459268254
"Omicron posterior","m",2.02999
"Omicron posterior","kappa",2.56512189522898
"Omicron posterior","sigma_z",3.94027295961398
"Omicron posterior","lambda1",0.0946755022706006
"Omicron posterior","lambda_I",0.786384830607623
"Omicron posterior","r",0.390335754989349
"Omicron posterior","d",0.666811421118557
"Omicron posterior","m",1.78167
"Omicron posterior","kappa",11.8369974080316
"Omicron posterior","sigma_z",3.5076279103541
"Omicron posterior","lambda1",0.0938413207732229
"Omicron posterior","lambda_I",0.58838604935134
"Omicron posterior","r",0.302534487422922
"Omicron posterior","d",0.708008627236762
"Omicron posterior","m",1.96744
"Omicron posterior","kappa",7.1569935676029
"Omicron posterior","sigma_z",4.26051480830577
"Omicron posterior","lambda1",0.0522962820159201
"Omicron posterior","lambda_I",0.727579505497895
"Omicron posterior","r",0.216425262281353
"Omicron posterior","d",0.681443456822529
"Omicron posterior","m",1.98268
"Omicron posterior","kappa",7.99327049853644
"Omicron posterior","sigma_z",3.87831197119807
"Omicron posterior","lambda1",0.0586979779459206
"Omicron posterior","lambda_I",1.28902226901172
"Omicron posterior","r",0.415847363796911
"Omicron posterior","d",0.720592131572424
"Omicron posterior","m",1.97515
"Omicron posterior","kappa",5.89296932197176
"Omicron posterior","sigma_z",4.2695139853443
"Omicron posterior","lambda1",0.0746302020862863
"Omicron posterior","lambda_I",0.311838454282456
"Omicron posterior","r",0.202648971737828
"Omicron posterior","d",0.77367452822436
"Omicron posterior","m",1.75679
"Omicron posterior","kappa",4.44415611256327
"Omicron posterior","sigma_z",3.10269162222264
"Omicron posterior","lambda1",0.135021669312322
"Omicron posterior","lambda_I",1.21743599043361
"Omicron posterior","r",0.167941428541791
"Omicron posterior","d",0.790807265655209
"Omicron posterior","m",2.02518
"Omicron posterior","kappa",2.81905014444594
"Omicron posterior","sigma_z",4.02626843357045
"Omicron posterior","lambda1",0.0897255241703572
"Omicron posterior","lambda_I",1.01195499648502
"Omicron posterior","r",0.522053607506398
"Omicron posterior","d",0.704686680343943
"Omicron posterior","m",2.07224
"Omicron posterior","kappa",16.9063619865804
"Omicron posterior","sigma_z",4.13410144439756
"Omicron posterior","lambda1",0.134043621288707
"Omicron posterior","lambda_I",1.06175521298101
"Omicron posterior","r",0.214919873868113
"Omicron posterior","d",0.672238560979168
"Omicron posterior","m",1.86392
"Omicron posterior","kappa",12.8145340574284
"Omicron posterior","sigma_z",2.80995930209343
"Omicron posterior","lambda1",0.819274570825537
"Omicron posterior","lambda_I",0.878365047601897
"Omicron posterior","r",0.528542003504634
"Omicron posterior","d",0.669105856787314
"Omicron posterior","m",2.20945
"Omicron posterior","kappa",2.56719535128377
"Omicron posterior","sigma_z",3.51061066156758
"Omicron posterior","lambda1",1.09265148782534
"Omicron posterior","lambda_I",1.81117716267477
"Omicron posterior","r",0.583790554520579
"Omicron posterior","d",0.665808624723341
"Omicron posterior","m",2.04403
"Omicron posterior","kappa",2.67560092505644
"Omicron posterior","sigma_z",3.5201373192512
"Omicron posterior","lambda1",1.1782484838033
"Omicron posterior","lambda_I",2.6809789294233
"Omicron posterior","r",0.805649898457942
"Omicron posterior","d",0.635100515811414
"Omicron posterior","m",2.08955
"Omicron posterior","kappa",1.17019570025779
"Omicron posterior","sigma_z",2.70341827486304
"Omicron posterior","lambda1",1.45507580656759
"Omicron posterior","lambda_I",3.14722149968979
"Omicron posterior","r",0.494751827856985
"Omicron posterior","d",0.72222540032089
"Omicron posterior","m",1.88351
"Omicron posterior","kappa",0.832948053086945
"Omicron posterior","sigma_z",3.87149214533594
"Omicron posterior","lambda1",0.0734133118097141
"Omicron posterior","lambda_I",1.15243604276301
"Omicron posterior","r",0.0433434362559722
"Omicron posterior","d",0.798579304032495
"Omicron posterior","m",2.38691
"Omicron posterior","kappa",4.03739628381649
"Omicron posterior","sigma_z",3.60333570078534
"Omicron posterior","lambda1",0.129384071441292
"Omicron posterior","lambda_I",0.466089781150786
"Omicron posterior","r",0.313097698926901
"Omicron posterior","d",0.751991694230156
"Omicron posterior","m",2.00562
"Omicron posterior","kappa",9.08959179372444
"Omicron posterior","sigma_z",2.60325347683047
"Omicron posterior","lambda1",0.173334851059605
"Omicron posterior","lambda_I",0.519122184808965
"Omicron posterior","r",0.199155371019372
"Omicron posterior","d",0.791576304009518
"Omicron posterior","m",1.97877
"Omicron posterior","kappa",16.0911591491924
"Omicron posterior","sigma_z",1.26926373990189
"Omicron posterior","lambda1",0.197152054049224
"Omicron posterior","lambda_I",0.703444708780788
"Omicron posterior","r",0.176604943246631
"Omicron posterior","d",0.783008286526063
"Omicron posterior","m",1.80443
"Omicron posterior","kappa",16.3600109419872
"Omicron posterior","sigma_z",0.412136777707667
"Omicron posterior","lambda1",0.258148571829471
"Omicron posterior","lambda_I",0.570694065572363
"Omicron posterior","r",0.132357325816141
"Omicron posterior","d",0.773626561890582
"Omicron posterior","m",1.82791
"Omicron posterior","kappa",11.2131814336527
"Omicron posterior","sigma_z",1.1662284558535
"Omicron posterior","lambda1",0.197691014503063
"Omicron posterior","lambda_I",0.595725671855955
"Omicron posterior","r",0.283107102180364
"Omicron posterior","d",0.804585532992768
"Omicron posterior","m",1.23809
"Omicron posterior","kappa",2.15865210187388
"Omicron posterior","sigma_z",0.36309891090564
"Omicron posterior","lambda1",0.0610788271916844
"Omicron posterior","lambda_I",0.651597655713084
"Omicron posterior","r",0.124007900710448
"Omicron posterior","d",0.786132441587603
"Omicron posterior","m",1.39468
"Omicron posterior","kappa",6.13880439956411
"Omicron posterior","sigma_z",0.1867788466932
"Omicron posterior","lambda1",0.128448144607901
"Omicron posterior","lambda_I",1.10511632398078
"Omicron posterior","r",0.083789297034757
"Omicron posterior","d",0.720193034091742
"Omicron posterior","m",1.09683
"Omicron posterior","kappa",3.48507651675947
"Omicron posterior","sigma_z",0.584391584177906
"Omicron posterior","lambda1",0.199504198053287
"Omicron posterior","lambda_I",0.964089351874911
"Omicron posterior","r",0.108846134946799
"Omicron posterior","d",0.732554161653875
"Omicron posterior","m",1.12293
"Omicron posterior","kappa",3.55167740378865
"Omicron posterior","sigma_z",0.477406476011878
"Omicron posterior","lambda1",0.342056277966395
"Omicron posterior","lambda_I",0.66333044779431
"Omicron posterior","r",0.0975968559216003
"Omicron posterior","d",0.713654733589322
"Omicron posterior","m",1.02214
"Omicron posterior","kappa",4.11591019820771
"Omicron posterior","sigma_z",0.254076468547151
"Omicron posterior","lambda1",0.272853570361079
"Omicron posterior","lambda_I",0.721306592331647
"Omicron posterior","r",0.486768319049458
"Omicron posterior","d",0.646274463067325
"Omicron posterior","m",1.06539
"Omicron posterior","kappa",2.31896276116299
"Omicron posterior","sigma_z",0.169232799520947
"Omicron posterior","lambda1",0.333474125948174
"Omicron posterior","lambda_I",0.384291077199965
"Omicron posterior","r",0.377063752898251
"Omicron posterior","d",0.71321383121683
"Omicron posterior","m",1.87226
"Omicron posterior","kappa",5.978083310815
"Omicron posterior","sigma_z",0.744341011774247
"Omicron posterior","lambda1",0.0197524054522656
"Omicron posterior","lambda_I",0.65051885243292
"Omicron posterior","r",0.331727974445331
"Omicron posterior","d",0.76659779682212
"Omicron posterior","m",1.20413
"Omicron posterior","kappa",3.56409441300559
"Omicron posterior","sigma_z",1.47486137157205
"Omicron posterior","lambda1",0.120704484194349
"Omicron posterior","lambda_I",0.853285573753958
"Omicron posterior","r",0.0837918107513736
"Omicron posterior","d",0.79809551157817
"Omicron posterior","m",1.18707
"Omicron posterior","kappa",3.09841286080838
"Omicron posterior","sigma_z",0.374419294968558
"Omicron posterior","lambda1",0.389015146151334
"Omicron posterior","lambda_I",0.514768496882287
"Omicron posterior","r",1.80622855474033
"Omicron posterior","d",0.682263044331044
"Omicron posterior","m",1.38283
"Omicron posterior","kappa",1.57124924435099
"Omicron posterior","sigma_z",0.635400989411797
"Omicron posterior","lambda1",0.737310627508862
"Omicron posterior","lambda_I",0.53820056009929
"Omicron posterior","r",0.411923758063915
"Omicron posterior","d",0.595591053066612
"Omicron posterior","m",1.99541
"Omicron posterior","kappa",6.01730810092256
"Omicron posterior","sigma_z",0.437830250351565
"Omicron posterior","lambda1",0.183100517679668
"Omicron posterior","lambda_I",0.130926392894471
"Omicron posterior","r",1.58307949883324
"Omicron posterior","d",0.63423800042238
"Omicron posterior","m",1.52963
"Omicron posterior","kappa",7.41978439886207
"Omicron posterior","sigma_z",0.254847487751055
"Omicron posterior","lambda1",0.125046451338749
"Omicron posterior","lambda_I",0.662585283231925
"Omicron posterior","r",0.100045519656457
"Omicron posterior","d",0.921227001721723
"Omicron posterior","m",1.03172
"Omicron posterior","kappa",1.78011683537313
"Omicron posterior","sigma_z",0.414554429249935
"Omicron posterior","lambda1",0.146325746816151
"Omicron posterior","lambda_I",0.547847124962367
"Omicron posterior","r",0.103203759224925
"Omicron posterior","d",0.774755332091337
"Omicron posterior","m",1.49887
"Omicron posterior","kappa",4.31203521363171
"Omicron posterior","sigma_z",0.941090377412175
"Omicron posterior","lambda1",0.0690931282229192
"Omicron posterior","lambda_I",0.516878211459888
"Omicron posterior","r",0.210401009526572
"Omicron posterior","d",0.746512438288782
"Omicron posterior","m",0.971473
"Omicron posterior","kappa",4.11146741472856
"Omicron posterior","sigma_z",0.388107079244249
"Omicron posterior","lambda1",0.3854869263665
"Omicron posterior","lambda_I",0.372215608450144
"Omicron posterior","r",0.631331624887178
"Omicron posterior","d",0.686442373334732
"Omicron posterior","m",1.79158
"Omicron posterior","kappa",10.0841007464632
"Omicron posterior","sigma_z",0.714258740953029
"Omicron posterior","lambda1",0.214537656766766
"Omicron posterior","lambda_I",0.222459548143768
"Omicron posterior","r",1.51286166546258
"Omicron posterior","d",0.726234727715714
"Omicron posterior","m",1.68917
"Omicron posterior","kappa",3.08098699939506
"Omicron posterior","sigma_z",1.96129702140473
"Omicron posterior","lambda1",0.154330325956014
"Omicron posterior","lambda_I",0.187250122945546
"Omicron posterior","r",1.18461638921936
"Omicron posterior","d",0.741391835944996
"Omicron posterior","m",1.66266
"Omicron posterior","kappa",3.1412160436616
"Omicron posterior","sigma_z",0.822202141437783
"Omicron posterior","lambda1",0.221020460566708
"Omicron posterior","lambda_I",0.220592096520682
"Omicron posterior","r",1.16041302757629
"Omicron posterior","d",0.743119806716647
"Omicron posterior","m",1.48171
"Omicron posterior","kappa",4.22483412633758
"Omicron posterior","sigma_z",0.127916189378346
"Omicron posterior","lambda1",0.212237361693357
"Omicron posterior","lambda_I",0.196047167145763
"Omicron posterior","r",1.18649074902171
"Omicron posterior","d",0.660209546272539
"Omicron posterior","m",1.74791
"Omicron posterior","kappa",3.93318684770065
"Omicron posterior","sigma_z",0.814898266429188
"Omicron posterior","lambda1",0.604457450094131
"Omicron posterior","lambda_I",0.190496777608385
"Omicron posterior","r",1.28607507139245
"Omicron posterior","d",0.668096937470495
"Omicron posterior","m",2.19991
"Omicron posterior","kappa",1.88948442339011
"Omicron posterior","sigma_z",0.678024402365431
"Omicron posterior","lambda1",0.400041894943492
"Omicron posterior","lambda_I",0.396340336985482
"Omicron posterior","r",1.13124975561383
"Omicron posterior","d",0.565213920014093
"Omicron posterior","m",1.49017
"Omicron posterior","kappa",3.52270795766312
"Omicron posterior","sigma_z",0.276813855636821
"Omicron posterior","lambda1",0.58978335761285
"Omicron posterior","lambda_I",0.369995291167195
"Omicron posterior","r",0.785238331714087
"Omicron posterior","d",0.625976780764784
"Omicron posterior","m",1.76654
"Omicron posterior","kappa",4.18580902219296
"Omicron posterior","sigma_z",0.644065403374187
"Omicron posterior","lambda1",0.665254902328029
"Omicron posterior","lambda_I",0.363829473686193
"Omicron posterior","r",0.749399544831477
"Omicron posterior","d",0.626442054340621
"Omicron posterior","m",1.80097
"Omicron posterior","kappa",3.09432565398208
"Omicron posterior","sigma_z",1.01013663107908
"Omicron posterior","lambda1",0.298880933685142
"Omicron posterior","lambda_I",0.665304133012314
"Omicron posterior","r",0.500079596614921
"Omicron posterior","d",0.664952280199225
"Omicron posterior","m",1.561
"Omicron posterior","kappa",2.90159330025235
"Omicron posterior","sigma_z",0.0709812160230099
"Omicron posterior","lambda1",0.42103597400808
"Omicron posterior","lambda_I",0.476347809190098
"Omicron posterior","r",0.573381494119182
"Omicron posterior","d",0.678951895520603
"Omicron posterior","m",1.54974
"Omicron posterior","kappa",3.24015121496286
"Omicron posterior","sigma_z",0.445175808302648
"Omicron posterior","lambda1",0.355002658784842
"Omicron posterior","lambda_I",0.902827295702817
"Omicron posterior","r",0.251435194145684
"Omicron posterior","d",0.689973560666237
"Omicron posterior","m",1.40515
"Omicron posterior","kappa",3.11843102894799
"Omicron posterior","sigma_z",0.299656038631001
"Omicron posterior","lambda1",0.161761864086066
"Omicron posterior","lambda_I",0.834589743517304
"Omicron posterior","r",0.253490229271856
"Omicron posterior","d",0.690820677825271
"Omicron posterior","m",0.885369
"Omicron posterior","kappa",2.78072031428963
"Omicron posterior","sigma_z",0.383766110194131
"Omicron posterior","lambda1",0.223612642187363
"Omicron posterior","lambda_I",0.303583069750732
"Omicron posterior","r",0.672232510859345
