n_pairs,rep_id,true_mean_gen,true_sd_gen,mean_gen_median,mean_gen_q05,mean_gen_q95,mean_gen_error,mean_gen_abs_error,mean_gen_ci_width,mean_gen_covered,sd_gen_median,sd_gen_q05,sd_gen_q95,sd_gen_error,sd_gen_abs_error,sd_gen_ci_width,sd_gen_covered,max_rhat,min_ess_bulk,min_ess_tail,n_divergent
30,71,5.060354079778466,2.427456447399629,5.93862,4.954652500000001,7.1731655,0.8782659202215344,0.8782659202215344,2.218512999999999,TRUE,2.597295,1.9201069999999998,3.7682255,0.16983855260037073,0.16983855260037073,1.8481185,TRUE,1.0093584206173911,531.3878712347722,316.0579543589153,0
30,72,5.060354079778466,2.427456447399629,5.20531,4.4398185,6.2958285,0.14495592022153403,0.14495592022153403,1.8560099999999995,TRUE,2.1359399999999997,1.6075505,3.113342,-0.29151644739962945,0.29151644739962945,1.5057914999999997,TRUE,1.0113764762270963,439.05859080443577,193.41966449551072,0
30,73,5.060354079778466,2.427456447399629,4.748445,3.975285,5.6446195,-0.3119090797784656,0.3119090797784656,1.6693345000000002,TRUE,2.054595,1.5641625000000001,2.8819774999999996,-0.37286144739962923,0.37286144739962923,1.3178149999999995,TRUE,1.014498738201281,534.1658727250002,424.019420854752,0
30,74,5.060354079778466,2.427456447399629,5.40246,4.500786000000001,6.510487,0.34210592022153374,0.34210592022153374,2.0097009999999997,TRUE,2.51281,1.8949925,3.612139,0.08535355260037081,0.08535355260037081,1.7171465,TRUE,1.0135031367080856,434.163533514736,377.7437240821111,0
30,75,5.060354079778466,2.427456447399629,5.076305,4.2410365,6.0560795,0.01595092022153377,0.01595092022153377,1.8150430000000002,TRUE,2.254885,1.6853905,3.1391050000000003,-0.17257144739962937,0.17257144739962937,1.4537145000000002,TRUE,1.0126265655062847,442.23899517384507,291.22265266378014,0
30,76,5.060354079778466,2.427456447399629,5.270265,4.3669985,6.363639499999999,0.20991092022153435,0.20991092022153435,1.9966409999999986,TRUE,2.42486,1.8552875,3.409105,-0.002596447399629387,0.002596447399629387,1.5538174999999999,TRUE,1.0060525235747908,671.0500841844739,398.76284732734365,0
30,77,5.060354079778466,2.427456447399629,5.93122,4.9205605,7.1135725,0.8708659202215339,0.8708659202215339,2.1930120000000004,TRUE,2.8409649999999997,2.0718535,4.0677405,0.41350855260037056,0.41350855260037056,1.9958870000000002,TRUE,1.0074493545286765,534.9234151933512,448.9711937746328,0
30,78,5.060354079778466,2.427456447399629,5.26169,4.342104,6.4313355,0.2013359202215339,0.2013359202215339,2.0892315000000004,TRUE,2.61448,2.02429,3.7381425,0.18702355260037073,0.18702355260037073,1.7138524999999998,TRUE,1.0074068165577312,472.5123026598252,312.0384757585202,0
30,79,5.060354079778466,2.427456447399629,4.8175799999999995,3.9451395000000002,5.8034675,-0.24277407977846632,0.24277407977846632,1.8583279999999998,TRUE,2.34175,1.811644,3.237957,-0.08570644739962896,0.08570644739962896,1.4263130000000002,TRUE,1.0131526647722746,516.9172943317978,456.47659545441275,0
30,80,5.060354079778466,2.427456447399629,4.7976849999999995,3.9514275,5.872069499999999,-0.2626690797784663,0.2626690797784663,1.9206419999999995,TRUE,2.4842649999999997,1.9298895,3.4402004999999996,0.05680855260037054,0.05680855260037054,1.5103109999999995,TRUE,1.0123887140463292,434.1140114479955,229.77073409002128,0
