"model","strain","mean_gen","sd_gen"
"Censored WH-informed","SGTF",3.25456,1.8893
"Censored WH-informed","SGTF",2.87592,1.79013
"Censored WH-informed","SGTF",3.07535,1.83114
"Censored WH-informed","SGTF",2.87754,1.62737
"Censored WH-informed","SGTF",3.09826,1.95305
"Censored WH-informed","SGTF",3.07135,1.83836
"Censored WH-informed","SGTF",3.15839,1.94627
"Censored WH-informed","SGTF",3.02857,1.80418
"Censored WH-informed","SGTF",3.01377,1.76154
"Censored WH-informed","SGTF",3.01296,1.93817
"Censored WH-informed","SGTF",3.10594,1.79313
"Censored WH-informed","SGTF",3.02016,1.90265
"Censored WH-informed","SGTF",3.05636,1.84338
"Censored WH-informed","SGTF",2.91502,1.93512
"Censored WH-informed","SGTF",2.98841,2.01918
"Censored WH-informed","SGTF",3.02805,1.49181
"Censored WH-informed","SGTF",3.104,1.96242
"Censored WH-informed","SGTF",2.82684,1.71699
"Censored WH-informed","SGTF",3.12458,1.9825
"Censored WH-informed","SGTF",2.89927,1.61435
"Censored WH-informed","SGTF",3.04757,1.74567
"Censored WH-informed","SGTF",3.06602,1.63359
"Censored WH-informed","SGTF",2.93149,1.56461
"Censored WH-informed","SGTF",2.76727,1.65043
"Censored WH-informed","SGTF",3.04854,1.84541
"Censored WH-informed","SGTF",2.8475,1.56329
"Censored WH-informed","SGTF",2.97371,1.75796
"Censored WH-informed","SGTF",3.10925,1.90777
"Censored WH-informed","SGTF",3.06434,1.914
"Censored WH-informed","SGTF",2.91334,1.81199
"Censored WH-informed","SGTF",2.95791,1.70788
"Censored WH-informed","SGTF",3.00706,1.81184
"Censored WH-informed","SGTF",3.14524,2.01296
"Censored WH-informed","SGTF",2.79042,1.83552
"Censored WH-informed","SGTF",3.14405,1.97245
"Censored WH-informed","SGTF",2.84412,1.75483
"Censored WH-informed","SGTF",2.97197,1.84144
"Censored WH-informed","SGTF",2.94066,1.72443
"Censored WH-informed","SGTF",3.03965,1.73396
"Censored WH-informed","SGTF",3.07933,1.87146
"Censored WH-informed","SGTF",2.97902,1.76381
"Censored WH-informed","SGTF",2.9915,1.68953
"Censored WH-informed","SGTF",3.05803,1.7036
"Censored WH-informed","SGTF",3.0824,1.88719
"Censored WH-informed","SGTF",2.79405,1.82875
"Censored WH-informed","SGTF",3.03725,1.68682
"Censored WH-informed","SGTF",3.00021,1.90893
"Censored WH-informed","SGTF",3.1868,1.95967
"Censored WH-informed","SGTF",2.82061,1.66889
"Censored WH-informed","SGTF",3.02352,1.7487
"Censored WH-informed","SGTF",3.07829,1.97191
"Censored WH-informed","SGTF",3.00106,1.86285
"Censored WH-informed","SGTF",3.15663,1.94319
"Censored WH-informed","SGTF",3.17152,1.98742
"Censored WH-informed","SGTF",2.94971,1.57926
"Censored WH-informed","SGTF",2.93935,1.72932
"Censored WH-informed","SGTF",3.02741,1.75989
"Censored WH-informed","SGTF",3.04601,1.96078
"Censored WH-informed","SGTF",3.03526,1.84747
"Censored WH-informed","SGTF",2.8372,1.68207
"Censored WH-informed","SGTF",2.85293,1.81001
"Censored WH-informed","SGTF",2.88358,1.84296
"Censored WH-informed","SGTF",2.9942,1.88207
"Censored WH-informed","SGTF",2.97741,1.85397
"Censored WH-informed","SGTF",3.13529,1.95271
"Censored WH-informed","SGTF",2.92639,1.75494
"Censored WH-informed","SGTF",2.97568,1.86898
"Censored WH-informed","SGTF",2.96094,1.79272
"Censored WH-informed","SGTF",2.87231,1.72245
"Censored WH-informed","SGTF",2.93276,1.91991
"Censored WH-informed","SGTF",3.02813,1.82302
"Censored WH-informed","SGTF",2.87112,1.70535
"Censored WH-informed","SGTF",2.91562,1.59381
"Censored WH-informed","SGTF",2.96078,1.79878
"Censored WH-informed","SGTF",2.90673,1.67365
"Censored WH-informed","SGTF",2.98126,1.80117
"Censored WH-informed","SGTF",3.05609,1.85617
"Censored WH-informed","SGTF",3.07023,1.83112
"Censored WH-informed","SGTF",3.09689,1.81224
"Censored WH-informed","SGTF",2.93012,1.65101
"Censored WH-informed","SGTF",2.99714,1.84532
"Censored WH-informed","SGTF",3.08533,1.87912
"Censored WH-informed","SGTF",3.08286,1.82126
"Censored WH-informed","SGTF",3.15838,1.92064
"Censored WH-informed","SGTF",3.13491,1.85649
"Censored WH-informed","SGTF",3.02558,1.78149
"Censored WH-informed","SGTF",3.12213,1.80801
"Censored WH-informed","SGTF",2.80472,1.5914
"Censored WH-informed","SGTF",3.12241,1.87985
"Censored WH-informed","SGTF",2.82106,1.77562
"Censored WH-informed","SGTF",2.93415,1.84159
"Censored WH-informed","SGTF",3.12155,1.94015
"Censored WH-informed","SGTF",3.00466,1.74141
"Censored WH-informed","SGTF",2.97124,1.88608
"Censored WH-informed","SGTF",2.97621,1.69046
"Censored WH-informed","SGTF",2.92922,1.69356
"Censored WH-informed","SGTF",2.89109,1.61226
"Censored WH-informed","SGTF",2.97591,1.8881
"Censored WH-informed","SGTF",3.0127,1.88342
"Censored WH-informed","SGTF",2.99983,1.81026
"Censored WH-informed","SGTF",2.93836,1.89471
"Censored WH-informed","SGTF",2.89957,1.75187
"Censored WH-informed","SGTF",3.12364,1.83555
"Censored WH-informed","SGTF",3.06726,1.8495
"Censored WH-informed","SGTF",3.03083,1.77406
"Censored WH-informed","SGTF",3.09185,1.8955
"Censored WH-informed","SGTF",2.94061,1.56128
"Censored WH-informed","SGTF",3.09288,1.91425
"Censored WH-informed","SGTF",3.01663,1.7956
"Censored WH-informed","SGTF",3.00025,1.75614
"Censored WH-informed","SGTF",3.01645,1.74507
"Censored WH-informed","SGTF",2.99166,1.94406
"Censored WH-informed","SGTF",3.10495,1.81187
"Censored WH-informed","SGTF",2.9317,1.69741
"Censored WH-informed","SGTF",2.94224,1.81855
"Censored WH-informed","SGTF",2.95676,1.85891
"Censored WH-informed","SGTF",3.00543,1.87902
"Censored WH-informed","SGTF",2.97955,1.7932
"Censored WH-informed","SGTF",3.10736,1.96124
"Censored WH-informed","SGTF",3.0359,1.76635
"Censored WH-informed","SGTF",2.86374,1.79049
"Censored WH-informed","SGTF",2.97818,1.67187
"Censored WH-informed","SGTF",3.09541,1.73437
"Censored WH-informed","SGTF",3.26916,1.94829
"Censored WH-informed","SGTF",2.95286,1.85813
"Censored WH-informed","SGTF",3.11254,1.85834
"Censored WH-informed","SGTF",2.88802,1.79791
"Censored WH-informed","SGTF",3.00964,1.89603
"Censored WH-informed","SGTF",3.17446,1.9476
"Censored WH-informed","SGTF",3.08926,1.75197
"Censored WH-informed","SGTF",3.01734,1.6353
"Censored WH-informed","SGTF",2.90654,1.62034
"Censored WH-informed","SGTF",3.11666,1.88463
"Censored WH-informed","SGTF",3.12059,1.90453
"Censored WH-informed","SGTF",2.87578,1.86385
"Censored WH-informed","SGTF",3.10967,2.03988
"Censored WH-informed","SGTF",3.0283,1.69176
"Censored WH-informed","SGTF",3.09328,2.05372
"Censored WH-informed","SGTF",3.00052,1.70512
"Censored WH-informed","SGTF",3.04344,1.97338
"Censored WH-informed","SGTF",2.96735,1.68341
"Censored WH-informed","SGTF",2.9559,1.78165
"Censored WH-informed","SGTF",2.98813,1.72822
"Censored WH-informed","SGTF",2.92457,1.73594
"Censored WH-informed","SGTF",3.09398,1.74812
"Censored WH-informed","SGTF",3.18071,1.77823
"Censored WH-informed","SGTF",3.06198,1.8412
"Censored WH-informed","SGTF",3.02127,1.68008
"Censored WH-informed","SGTF",2.91963,1.6254
"Censored WH-informed","SGTF",2.99977,1.95509
"Censored WH-informed","SGTF",3.04963,1.72699
"Censored WH-informed","SGTF",3.09762,1.97645
"Censored WH-informed","SGTF",3.10941,1.97931
"Censored WH-informed","SGTF",3.03432,1.79702
"Censored WH-informed","SGTF",2.99207,1.7681
"Censored WH-informed","SGTF",2.96725,1.718
"Censored WH-informed","SGTF",3.04814,1.83129
"Censored WH-informed","SGTF",2.98868,1.87122
"Censored WH-informed","SGTF",3.08503,1.71486
"Censored WH-informed","SGTF",2.72884,1.52958
"Censored WH-informed","SGTF",3.04594,2.05279
"Censored WH-informed","SGTF",2.77822,1.62104
"Censored WH-informed","SGTF",2.95798,1.92803
"Censored WH-informed","SGTF",3.08933,1.79292
"Censored WH-informed","SGTF",2.91837,1.62605
"Censored WH-informed","SGTF",3.06159,1.87729
"Censored WH-informed","SGTF",3.01599,1.90821
"Censored WH-informed","SGTF",2.99755,1.83977
"Censored WH-informed","SGTF",3.00086,1.80955
"Censored WH-informed","SGTF",3.06945,1.91414
"Censored WH-informed","non-SGTF",3.76566,2.02951
"Censored WH-informed","non-SGTF",3.79952,2.22875
"Censored WH-informed","non-SGTF",3.8443,2.01193
"Censored WH-informed","non-SGTF",3.75346,1.93342
"Censored WH-informed","non-SGTF",3.74203,1.82281
"Censored WH-informed","non-SGTF",3.67759,1.81929
"Censored WH-informed","non-SGTF",3.678,1.98075
"Censored WH-informed","non-SGTF",3.7779,2.02318
"Censored WH-informed","non-SGTF",3.73682,2.06538
"Censored WH-informed","non-SGTF",3.70776,2.10101
"Censored WH-informed","non-SGTF",3.71494,2.06854
"Censored WH-informed","non-SGTF",3.7851,1.95145
"Censored WH-informed","non-SGTF",3.74305,2.27744
"Censored WH-informed","non-SGTF",3.81531,2.04
"Censored WH-informed","non-SGTF",3.62751,2.12916
"Censored WH-informed","non-SGTF",3.64261,2.02126
"Censored WH-informed","non-SGTF",3.78672,1.96087
"Censored WH-informed","non-SGTF",3.71154,2.09926
"Censored WH-informed","non-SGTF",3.69344,1.96467
"Censored WH-informed","non-SGTF",3.88467,2.06459
"Censored WH-informed","non-SGTF",3.91909,2.21778
"Censored WH-informed","non-SGTF",3.66709,1.9951
"Censored WH-informed","non-SGTF",3.78814,2.17977
"Censored WH-informed","non-SGTF",3.88782,2.19654
"Censored WH-informed","non-SGTF",3.80174,2.26071
"Censored WH-informed","non-SGTF",3.78405,2.23357
"Censored WH-informed","non-SGTF",3.83045,2.12739
"Censored WH-informed","non-SGTF",3.86585,2.07552
"Censored WH-informed","non-SGTF",3.86102,2.29738
"Censored WH-informed","non-SGTF",3.70411,2.2619
"Censored WH-informed","non-SGTF",3.64281,2.08054
"Censored WH-informed","non-SGTF",3.85029,2.15795
"Censored WH-informed","non-SGTF",3.75944,2.18579
"Censored WH-informed","non-SGTF",3.7495,2.03372
"Censored WH-informed","non-SGTF",3.82692,2.20993
"Censored WH-informed","non-SGTF",3.83607,2.21341
"Censored WH-informed","non-SGTF",3.7793,2.10691
"Censored WH-informed","non-SGTF",3.70058,2.04308
"Censored WH-informed","non-SGTF",3.70635,2.20852
"Censored WH-informed","non-SGTF",3.75937,2.06016
"Censored WH-informed","non-SGTF",3.72132,2.17979
"Censored WH-informed","non-SGTF",3.74349,1.87129
"Censored WH-informed","non-SGTF",3.81796,2.33361
"Censored WH-informed","non-SGTF",3.72781,2.06185
"Censored WH-informed","non-SGTF",3.7359,2.19336
"Censored WH-informed","non-SGTF",3.63454,2.06413
"Censored WH-informed","non-SGTF",3.83033,2.15297
"Censored WH-informed","non-SGTF",3.74033,2.10896
"Censored WH-informed","non-SGTF",3.71426,2.07327
"Censored WH-informed","non-SGTF",3.76746,2.19009
"Censored WH-informed","non-SGTF",3.84842,2.18005
"Censored WH-informed","non-SGTF",3.7249,1.93923
"Censored WH-informed","non-SGTF",3.79519,2.01304
"Censored WH-informed","non-SGTF",3.56664,1.9887
"Censored WH-informed","non-SGTF",3.79576,2.20846
"Censored WH-informed","non-SGTF",3.72681,1.97369
"Censored WH-informed","non-SGTF",3.70095,2.1144
"Censored WH-informed","non-SGTF",3.78553,1.98017
"Censored WH-informed","non-SGTF",3.58864,1.83549
"Censored WH-informed","non-SGTF",3.84564,2.14145
"Censored WH-informed","non-SGTF",3.7891,2.02383
"Censored WH-informed","non-SGTF",3.65998,1.99017
"Censored WH-informed","non-SGTF",3.87693,2.134
"Censored WH-informed","non-SGTF",3.80809,1.98605
"Censored WH-informed","non-SGTF",3.69456,1.86538
"Censored WH-informed","non-SGTF",3.73502,2.03034
"Censored WH-informed","non-SGTF",3.88008,2.13589
"Censored WH-informed","non-SGTF",3.71395,2.04076
"Censored WH-informed","non-SGTF",3.86559,2.1595
"Censored WH-informed","non-SGTF",3.76177,2.1278
"Censored WH-informed","non-SGTF",3.74626,2.03073
"Censored WH-informed","non-SGTF",3.67469,2.02375
"Censored WH-informed","non-SGTF",3.79578,2.27654
"Censored WH-informed","non-SGTF",3.76774,2.21735
"Censored WH-informed","non-SGTF",3.68991,2.02177
"Censored WH-informed","non-SGTF",3.79201,1.94662
"Censored WH-informed","non-SGTF",3.76884,2.2588
"Censored WH-informed","non-SGTF",3.75656,1.94243
"Censored WH-informed","non-SGTF",3.65568,2.00862
"Censored WH-informed","non-SGTF",3.64755,2.04265
"Censored WH-informed","non-SGTF",3.74205,2.27283
"Censored WH-informed","non-SGTF",3.89898,2.30759
"Censored WH-informed","non-SGTF",3.81891,2.05871
"Censored WH-informed","non-SGTF",3.83744,2.27356
"Censored WH-informed","non-SGTF",3.77007,2.02482
"Censored WH-informed","non-SGTF",3.80518,2.20255
"Censored WH-informed","non-SGTF",3.68146,2.17022
"Censored WH-informed","non-SGTF",3.78947,2.0888
"Censored WH-informed","non-SGTF",3.85656,2.21563
"Censored WH-informed","non-SGTF",3.72034,2.07005
"Censored WH-informed","non-SGTF",3.75441,2.1037
"Censored WH-informed","non-SGTF",3.76725,2.11764
"Censored WH-informed","non-SGTF",3.66218,2.01691
"Censored WH-informed","non-SGTF",3.83978,2.04062
"Censored WH-informed","non-SGTF",3.59986,1.9189
"Censored WH-informed","non-SGTF",3.7912,1.9309
"Censored WH-informed","non-SGTF",3.82557,2.03135
"Censored WH-informed","non-SGTF",3.77049,2.12299
"Censored WH-informed","non-SGTF",3.75592,2.17528
"Censored WH-informed","non-SGTF",3.82406,2.15119
"Censored WH-informed","non-SGTF",3.77328,2.00077
"Censored WH-informed","non-SGTF",3.75632,2.12188
"Censored WH-informed","non-SGTF",3.80607,1.98151
"Censored WH-informed","non-SGTF",3.81628,2.18782
"Censored WH-informed","non-SGTF",3.78776,2.04115
"Censored WH-informed","non-SGTF",3.79962,2.10073
"Censored WH-informed","non-SGTF",3.66238,2.14859
"Censored WH-informed","non-SGTF",3.79119,1.84633
"Censored WH-informed","non-SGTF",3.79842,2.03542
"Censored WH-informed","non-SGTF",3.8806,1.86919
"Censored WH-informed","non-SGTF",3.5947,2.07301
"Censored WH-informed","non-SGTF",3.70571,2.10646
"Censored WH-informed","non-SGTF",3.65612,2.11849
"Censored WH-informed","non-SGTF",3.83397,2.13034
"Censored WH-informed","non-SGTF",3.76242,2.07997
"Censored WH-informed","non-SGTF",3.76696,2.07108
"Censored WH-informed","non-SGTF",3.68178,1.98462
"Censored WH-informed","non-SGTF",3.77694,2.00162
"Censored WH-informed","non-SGTF",3.69482,2.09199
"Censored WH-informed","non-SGTF",3.74123,1.99702
"Censored WH-informed","non-SGTF",3.69759,2.0834
"Censored WH-informed","non-SGTF",3.73743,2.02983
"Censored WH-informed","non-SGTF",3.72635,1.98388
"Censored WH-informed","non-SGTF",3.84195,2.18963
"Censored WH-informed","non-SGTF",3.72977,1.92813
"Censored WH-informed","non-SGTF",3.78098,2.16134
"Censored WH-informed","non-SGTF",3.77081,2.22684
"Censored WH-informed","non-SGTF",3.64564,1.99374
"Censored WH-informed","non-SGTF",3.85236,2.10051
"Censored WH-informed","non-SGTF",3.68036,2.11037
"Censored WH-informed","non-SGTF",3.70366,2.21137
"Censored WH-informed","non-SGTF",3.75507,2.043
"Censored WH-informed","non-SGTF",3.73275,2.04691
"Censored WH-informed","non-SGTF",3.82687,2.00529
"Censored WH-informed","non-SGTF",3.7779,2.16813
"Censored WH-informed","non-SGTF",3.77602,2.17574
"Censored WH-informed","non-SGTF",3.58643,2.04284
"Censored WH-informed","non-SGTF",3.76465,2.23872
"Censored WH-informed","non-SGTF",3.85009,2.25493
"Censored WH-informed","non-SGTF",3.72583,2.19842
"Censored WH-informed","non-SGTF",3.75116,2.01736
"Censored WH-informed","non-SGTF",3.83571,2.1962
"Censored WH-informed","non-SGTF",3.65744,2.17603
"Censored WH-informed","non-SGTF",3.69695,2.16456
"Censored WH-informed","non-SGTF",3.83799,2.01365
"Censored WH-informed","non-SGTF",3.63889,1.98478
"Censored WH-informed","non-SGTF",3.85065,2.19504
"Censored WH-informed","non-SGTF",3.67903,2.01172
"Censored WH-informed","non-SGTF",3.76462,1.9369
"Censored WH-informed","non-SGTF",3.7355,2.26687
"Censored WH-informed","non-SGTF",3.70392,2.09074
"Censored WH-informed","non-SGTF",3.6927,2.12606
"Censored WH-informed","non-SGTF",3.80015,2.24399
"Censored WH-informed","non-SGTF",3.8314,2.25376
"Censored WH-informed","non-SGTF",3.68854,2.05668
"Censored WH-informed","non-SGTF",3.68549,2.07637
"Censored WH-informed","non-SGTF",3.8053,2.26898
"Censored WH-informed","non-SGTF",3.80844,2.25186
"Censored WH-informed","non-SGTF",3.73203,2.07626
"Censored WH-informed","non-SGTF",3.65907,2.04644
"Censored WH-informed","non-SGTF",3.88319,2.22257
"Censored WH-informed","non-SGTF",3.7917,1.94857
"Censored WH-informed","non-SGTF",3.7492,1.8837
"Censored WH-informed","non-SGTF",3.81309,1.88335
"Censored WH-informed","non-SGTF",3.66286,1.80691
"Censored WH-informed","non-SGTF",3.9558,2.32261
"Censored WH-informed","non-SGTF",3.75554,2.19016
"Censored WH-informed","non-SGTF",3.80022,2.2044
"Censored WH-informed","non-SGTF",3.84824,2.17717
"Censored WH-informed","non-SGTF",3.7499,2.26901
"Censored WH-informed","non-SGTF",3.75203,2.41234
"Censored WH-informed","non-SGTF",3.7422,2.13655
"Censored WH-informed","non-SGTF",3.8489,1.98166
"Censored WH-informed","non-SGTF",3.69802,1.96248
"Censored WH-informed","non-SGTF",3.78187,2.03204
"Censored WH-informed","non-SGTF",3.68866,2.17503
"Censored WH-informed","non-SGTF",3.78119,2.25815
"Censored WH-informed","non-SGTF",3.75154,2.03252
"Censored WH-informed","non-SGTF",3.82537,2.28134
"Censored WH-informed","non-SGTF",3.65899,2.31859
"Censored WH-informed","non-SGTF",3.91204,2.25192
"Censored WH-informed","non-SGTF",3.68152,2.22379
"Censored WH-informed","non-SGTF",3.70892,1.92143
"Censored WH-informed","non-SGTF",3.90997,2.20367
"Censored WH-informed","non-SGTF",3.62937,1.75418
"Censored WH-informed","non-SGTF",3.77004,1.81533
"Censored WH-informed","non-SGTF",3.68955,1.84862
"Censored WH-informed","non-SGTF",3.89635,2.34828
"Censored WH-informed","non-SGTF",3.7782,1.95614
"Censored WH-informed","non-SGTF",3.82462,2.07296
"Censored WH-informed","non-SGTF",3.80676,1.98365
"Censored WH-informed","non-SGTF",3.83316,2.3245
"Censored WH-informed","non-SGTF",3.74693,2.37165
"Censored WH-informed","non-SGTF",3.87965,2.37211
"Censored WH-informed","non-SGTF",3.80275,2.16504
"Censored WH-informed","non-SGTF",3.67484,2.21279
"Censored WH-informed","non-SGTF",3.79767,2.02246
"Censored WH-informed","non-SGTF",3.71921,1.88256
"Censored WH-informed","non-SGTF",3.81498,2.08616
"Censored WH-informed","non-SGTF",3.77414,1.96201
"Censored WH-informed","non-SGTF",3.69447,1.88727
"Censored WH-informed","non-SGTF",3.71171,1.8502
"Censored WH-informed","non-SGTF",3.62397,1.71988
"Censored WH-informed","non-SGTF",3.657,1.97181
"Censored WH-informed","non-SGTF",3.83142,2.02242
"Censored WH-informed","non-SGTF",3.81273,2.0959
"Censored WH-informed","non-SGTF",3.8136,2.18513
"Censored WH-informed","non-SGTF",3.76139,2.1137
"Censored WH-informed","non-SGTF",3.88561,2.23603
"Censored WH-informed","non-SGTF",3.63311,2.0815
"Censored WH-informed","non-SGTF",3.76281,2.35005
"Censored WH-informed","non-SGTF",3.8551,2.20316
"Censored WH-informed","non-SGTF",3.74704,1.95553
"Censored WH-informed","non-SGTF",3.74851,1.79489
"Censored WH-informed","non-SGTF",3.77376,2.11723
"Censored WH-informed","non-SGTF",3.87128,2.1485
"Censored WH-informed","non-SGTF",3.8228,2.01151
"Censored WH-informed","non-SGTF",3.71529,1.95647
"Censored WH-informed","non-SGTF",3.77804,2.0985
"Censored WH-informed","non-SGTF",3.77996,2.06878
"Censored WH-informed","non-SGTF",3.89015,2.14972
"Censored WH-informed","non-SGTF",3.90549,2.18367
"Censored WH-informed","non-SGTF",3.66782,2.13057
"Censored WH-informed","non-SGTF",3.75842,2.11775
"Censored WH-informed","non-SGTF",3.7147,1.96525
"Censored WH-informed","non-SGTF",3.80723,2.17445
"Censored WH-informed","non-SGTF",3.78703,2.1596
"Censored WH-informed","non-SGTF",3.7224,2.0657
"Censored WH-informed","non-SGTF",3.64188,2.13307
"Censored WH-informed","non-SGTF",3.79195,2.28671
"Censored WH-informed","non-SGTF",3.83254,2.32911
"Censored WH-informed","non-SGTF",3.76668,2.30121
"Censored WH-informed","non-SGTF",3.78436,2.0885
"Censored WH-informed","non-SGTF",3.7206,2.04229
"Censored WH-informed","non-SGTF",3.8132,2.25436
"Censored WH-informed","non-SGTF",3.66812,1.99695
"Censored WH-informed","non-SGTF",3.76029,2.05957
"Censored WH-informed","non-SGTF",3.83727,2.23271
"Censored WH-informed","non-SGTF",3.83576,2.13633
"Censored WH-informed","non-SGTF",3.6887,2.00995
"Censored WH-informed","non-SGTF",3.66507,1.80742
"Censored WH-informed","non-SGTF",3.69388,1.89914
"Censored WH-informed","non-SGTF",3.68727,1.90544
"Censored WH-informed","non-SGTF",3.74223,2.091
"Censored WH-informed","non-SGTF",3.78718,2.15432
"Censored WH-informed","non-SGTF",3.75877,2.11653
"Censored WH-informed","non-SGTF",3.83089,2.26056
"Censored WH-informed","non-SGTF",3.67795,2.195
"Censored WH-informed","non-SGTF",3.84076,2.25896
"Censored WH-informed","non-SGTF",3.70959,2.13688
"Censored WH-informed","non-SGTF",3.82482,2.15972
"Censored WH-informed","non-SGTF",3.67487,2.04147
"Censored WH-informed","non-SGTF",3.78843,2.2282
"Censored WH-informed","non-SGTF",3.88135,2.17129
"Censored WH-informed","non-SGTF",3.6626,2.02267
"Censored WH-informed","non-SGTF",3.68855,2.0695
"Censored WH-informed","non-SGTF",3.79339,2.0593
"Censored WH-informed","non-SGTF",3.82826,2.09617
"Censored WH-informed","non-SGTF",3.90809,2.25006
"Censored WH-informed","non-SGTF",3.88547,2.22052
"Censored WH-informed","non-SGTF",3.79831,2.10612
"Censored WH-informed","non-SGTF",3.78393,1.84699
"Censored WH-informed","non-SGTF",3.81234,1.93797
"Censored WH-informed","non-SGTF",3.69615,1.95529
"Censored WH-informed","non-SGTF",3.69646,1.96812
"Censored WH-informed","non-SGTF",3.83168,2.24844
"Censored WH-informed","non-SGTF",3.75259,1.88346
"Censored WH-informed","non-SGTF",3.75703,2.025
"Censored WH-informed","non-SGTF",3.77669,2.14017
"Censored WH-informed","non-SGTF",3.80239,2.13933
"Censored WH-informed","non-SGTF",3.74637,2.1068
"Censored WH-informed","non-SGTF",3.76268,2.13215
"Censored WH-informed","non-SGTF",3.71534,2.1914
"Censored WH-informed","non-SGTF",3.82269,2.07432
"Censored WH-informed","non-SGTF",3.6979,1.91751
"Censored WH-informed","non-SGTF",3.73,2.09923
"Censored WH-informed","non-SGTF",3.90697,2.14893
"Censored WH-informed","non-SGTF",3.7817,1.97385
"Censored WH-informed","non-SGTF",3.88449,1.99663
"Censored WH-informed","non-SGTF",3.72406,2.11944
"Censored WH-informed","non-SGTF",3.72985,1.89309
"Censored WH-informed","non-SGTF",3.7759,1.9769
"Censored WH-informed","non-SGTF",3.72044,1.9731
"Censored WH-informed","non-SGTF",3.79238,2.19532
"Censored WH-informed","non-SGTF",3.80635,2.19184
"Censored WH-informed","non-SGTF",3.70683,2.01544
"Censored WH-informed","non-SGTF",3.84656,2.40843
"Censored WH-informed","non-SGTF",3.73059,2.17973
"Censored WH-informed","non-SGTF",3.76504,2.16369
"Censored WH-informed","non-SGTF",3.64466,2.1386
"Censored WH-informed","non-SGTF",3.75758,2.27936
"Censored WH-informed","non-SGTF",3.90421,2.33758
"Censored WH-informed","non-SGTF",3.86928,2.28759
"Censored WH-informed","non-SGTF",3.74645,2.17525
"Censored WH-informed","non-SGTF",3.78975,2.13274
"Censored WH-informed","non-SGTF",3.80053,2.2313
"Censored WH-informed","non-SGTF",3.77807,1.92243
"Censored WH-informed","non-SGTF",3.72133,2.01924
"Censored WH-informed","non-SGTF",3.74406,2.05704
"Censored WH-informed","non-SGTF",3.74156,2.04639
"Censored WH-informed","non-SGTF",3.76518,2.07408
"Censored WH-informed","non-SGTF",3.78158,2.09834
"Censored WH-informed","non-SGTF",3.75273,2.21125
"Censored WH-informed","non-SGTF",3.74626,2.16514
"Censored WH-informed","non-SGTF",3.79579,2.24588
"Censored WH-informed","non-SGTF",3.76894,2.13045
"Censored WH-informed","non-SGTF",3.72928,2.13265
"Censored WH-informed","non-SGTF",3.66364,2.12366
"Censored WH-informed","non-SGTF",3.72775,2.03075
"Censored WH-informed","non-SGTF",3.78993,2.09146
"Censored WH-informed","non-SGTF",3.65862,2.15225
"Censored WH-informed","non-SGTF",3.8648,2.1613
"Censored WH-informed","non-SGTF",3.88502,2.38443
"Censored WH-informed","non-SGTF",3.64595,2.01207
"Censored WH-informed","non-SGTF",3.79603,2.31919
"Censored WH-informed","non-SGTF",3.69123,2.12908
"Censored WH-informed","non-SGTF",3.82927,2.08841
"Censored WH-informed","non-SGTF",3.80589,2.35118
"Censored WH-informed","non-SGTF",3.70281,1.97417
"Censored WH-informed","non-SGTF",3.8475,2.16997
"Censored WH-informed","non-SGTF",3.72576,1.79777
"Censored WH-informed","non-SGTF",3.7869,2.23496
"Censored WH-informed","non-SGTF",3.68195,1.73317
"Censored WH-informed","non-SGTF",3.67007,1.90203
"Censored WH-informed","non-SGTF",3.73915,2.07498
"Censored WH-informed","non-SGTF",3.73402,2.00906
"Censored WH-informed","non-SGTF",3.76251,2.14477
"Censored WH-informed","non-SGTF",3.61615,2.01195
"Censored WH-informed","non-SGTF",3.81049,2.00032
"Censored WH-informed","non-SGTF",3.75431,2.16273
"Censored WH-informed","non-SGTF",3.90455,2.14501
"Censored WH-informed","non-SGTF",3.94507,2.15422
"Censored WH-informed","non-SGTF",3.76876,2.12495
"Censored WH-informed","non-SGTF",3.74144,2.12528
"Censored WH-informed","non-SGTF",3.84914,2.22272
"Censored WH-informed","non-SGTF",3.77138,2.13383
"Censored WH-informed","non-SGTF",3.94788,2.26927
"Censored WH-informed","non-SGTF",3.69331,2.20204
"Censored WH-informed","non-SGTF",3.84372,2.21958
"Censored WH-informed","non-SGTF",3.60611,2.12426
"Censored WH-informed","non-SGTF",3.72709,2.23444
"Censored WH-informed","non-SGTF",3.81957,2.11715
"Censored WH-informed","non-SGTF",3.75856,2.15232
"Censored WH-informed","non-SGTF",3.86578,2.19405
"Censored WH-informed","non-SGTF",3.83012,1.80963
"Censored WH-informed","non-SGTF",3.71989,1.94004
"Censored WH-informed","non-SGTF",3.79606,1.97101
"Censored WH-informed","non-SGTF",3.74015,2.07369
"Censored WH-informed","non-SGTF",3.732,2.01638
"Censored WH-informed","non-SGTF",3.81532,2.29933
"Censored WH-informed","non-SGTF",3.67818,2.08088
"Censored WH-informed","non-SGTF",3.88781,2.2562
"Censored WH-informed","non-SGTF",3.70007,2.10205
"Censored WH-informed","non-SGTF",3.83274,2.23291
"Censored WH-informed","non-SGTF",3.66377,2.19188
"Censored WH-informed","non-SGTF",3.76534,2.06945
"Censored WH-informed","non-SGTF",3.72982,1.95054
"Censored WH-informed","non-SGTF",3.74134,1.97189
"Censored WH-informed","non-SGTF",3.77418,2.22051
"Censored WH-informed","non-SGTF",3.79585,1.99911
