"model","strain","mean_gen","sd_gen"
"Lognormal","non-SGTF",3.8791191,2.2589653
"Lognormal","non-SGTF",3.981577,2.4895342
"Lognormal","non-SGTF",3.9583225,2.5931979
"Lognormal","non-SGTF",3.9361865,2.567904
"Lognormal","non-SGTF",3.8549405,2.4184434
"Lognormal","non-SGTF",3.8684321,2.0013219
"Lognormal","non-SGTF",3.7971105,2.1497514
"Lognormal","non-SGTF",3.8668765,2.2938085
"Lognormal","non-SGTF",3.7632238,2.4363515
"Lognormal","non-SGTF",3.8024936,2.353935
"Lognormal","non-SGTF",3.8471403,2.3152367
"Lognormal","non-SGTF",3.8227961,2.2099096
"Lognormal","non-SGTF",3.8525616,2.1286771
"Lognormal","non-SGTF",3.8799326,2.2797579
"Lognormal","non-SGTF",3.8844608,2.2927002
"Lognormal","non-SGTF",3.7685974,2.1113218
"Lognormal","non-SGTF",3.7828731,2.1401694
"Lognormal","non-SGTF",3.8506967,2.0168058
"Lognormal","non-SGTF",3.8400445,2.2003151
"Lognormal","non-SGTF",3.9094268,2.4143419
"Lognormal","non-SGTF",3.8159931,2.2681078
"Lognormal","non-SGTF",3.7743045,2.2391361
"Lognormal","non-SGTF",3.8406403,2.3933896
"Lognormal","non-SGTF",3.8406403,2.3933896
"Lognormal","non-SGTF",3.8615702,2.367375
"Lognormal","non-SGTF",3.8366059,1.8612412
"Lognormal","non-SGTF",3.7996566,2.4480142
"Lognormal","non-SGTF",3.6952933,2.3843044
"Lognormal","non-SGTF",3.6952933,2.3843044
"Lognormal","non-SGTF",3.8004427,2.2372502
"Lognormal","non-SGTF",3.9111377,2.0847732
"Lognormal","non-SGTF",3.8172782,2.2018222
"Lognormal","non-SGTF",3.8643573,2.0588957
"Lognormal","non-SGTF",3.857667,2.087982
"Lognormal","non-SGTF",3.9407695,2.3212484
"Lognormal","non-SGTF",3.9348668,2.1750877
"Lognormal","non-SGTF",3.8871375,2.3156297
"Lognormal","non-SGTF",3.7250124,2.2341806
"Lognormal","non-SGTF",3.7314563,2.2809375
"Lognormal","non-SGTF",3.9469064,2.3212519
"Lognormal","non-SGTF",3.7402761,2.0802641
"Lognormal","non-SGTF",3.7810647,2.2028593
"Lognormal","non-SGTF",3.7530728,2.1369613
"Lognormal","non-SGTF",3.9094877,2.5275297
"Lognormal","non-SGTF",3.8244864,2.3416419
"Lognormal","non-SGTF",3.8834156,2.389111
"Lognormal","non-SGTF",3.8641807,2.1985094
"Lognormal","non-SGTF",3.8861666,2.2504024
"Lognormal","non-SGTF",3.8886603,2.1456622
"Lognormal","non-SGTF",3.8972587,2.1548782
"Lognormal","non-SGTF",3.8268677,2.2208328
"Lognormal","non-SGTF",3.8662017,2.1142315
"Lognormal","non-SGTF",3.9058634,2.0292944
"Lognormal","non-SGTF",3.9444102,2.424527
"Lognormal","non-SGTF",3.7059482,2.268228
"Lognormal","non-SGTF",3.8816086,2.3709773
"Lognormal","non-SGTF",3.9019242,2.4103839
"Lognormal","non-SGTF",3.8842096,2.3087779
"Lognormal","non-SGTF",3.9149838,2.4945016
"Lognormal","non-SGTF",3.7916724,2.1180982
"Lognormal","non-SGTF",3.8797804,2.3110858
"Lognormal","non-SGTF",3.8475817,2.222142
"Lognormal","non-SGTF",3.7967458,2.1775038
"Lognormal","non-SGTF",3.8733328,2.0168776
"Lognormal","non-SGTF",3.8944472,1.8089056
"Lognormal","non-SGTF",4.053295,2.024517
"Lognormal","non-SGTF",3.9201016,1.793865
"Lognormal","non-SGTF",3.7765631,2.6327083
"Lognormal","non-SGTF",3.6761311,2.2615026
"Lognormal","non-SGTF",3.8123089,2.4853146
"Lognormal","non-SGTF",3.8123089,2.4853146
"Lognormal","non-SGTF",3.8043846,2.4896088
"Lognormal","non-SGTF",3.8439154,2.5811748
"Lognormal","non-SGTF",3.8152336,2.2273644
"Lognormal","non-SGTF",3.8925108,2.1585425
"Lognormal","non-SGTF",3.8652201,2.2387012
"Lognormal","non-SGTF",3.8358227,2.2062268
"Lognormal","non-SGTF",3.8726792,2.1491609
"Lognormal","non-SGTF",3.8712865,2.3176176
"Lognormal","non-SGTF",3.9381021,2.3090914
"Lognormal","non-SGTF",3.9283188,2.2046381
"Lognormal","non-SGTF",3.8415914,2.0932997
"Lognormal","non-SGTF",3.7253089,2.0344136
"Lognormal","non-SGTF",3.8430942,2.6095497
"Lognormal","non-SGTF",3.9747576,1.9077247
"Lognormal","non-SGTF",3.8895182,2.0191645
"Lognormal","non-SGTF",3.8220411,2.2180081
"Lognormal","non-SGTF",3.8277292,2.3058902
"Lognormal","non-SGTF",3.8032231,1.7753257
"Lognormal","non-SGTF",3.921543,1.7983491
"Lognormal","non-SGTF",3.8978507,1.8419255
"Lognormal","non-SGTF",3.8935685,1.8297583
"Lognormal","non-SGTF",3.7366102,2.4646321
"Lognormal","non-SGTF",3.9187766,1.8539858
"Lognormal","non-SGTF",3.9884076,1.9773921
"Lognormal","non-SGTF",3.8282526,2.2846578
"Lognormal","non-SGTF",3.934953,2.1844949
"Lognormal","non-SGTF",3.7848634,2.0531622
"Lognormal","non-SGTF",3.8196327,2.0710248
"Lognormal","non-SGTF",3.9297499,2.4483331
"Lognormal","non-SGTF",3.9217641,2.2703207
"Lognormal","non-SGTF",3.9666818,2.4302238
"Lognormal","non-SGTF",3.744015,1.9803731
"Lognormal","non-SGTF",3.7631038,2.039536
"Lognormal","non-SGTF",3.9029539,2.174014
"Lognormal","non-SGTF",3.987225,2.2209654
"Lognormal","non-SGTF",3.889364,2.2187168
"Lognormal","non-SGTF",3.9000781,2.2101134
"Lognormal","non-SGTF",3.8929857,2.1943898
"Lognormal","non-SGTF",3.9233979,2.2336055
"Lognormal","non-SGTF",3.8926262,2.0186197
"Lognormal","non-SGTF",3.7467501,2.0882888
"Lognormal","non-SGTF",4.0026985,2.2419564
"Lognormal","non-SGTF",3.7721245,1.9625656
"Lognormal","non-SGTF",3.7710897,1.8593856
"Lognormal","non-SGTF",3.954665,2.0071536
"Lognormal","non-SGTF",3.9330543,2.021926
"Lognormal","non-SGTF",3.9696361,2.2068194
"Lognormal","non-SGTF",3.9419951,2.4099466
"Lognormal","non-SGTF",3.7782301,1.8515881
"Lognormal","non-SGTF",3.9585698,2.1944015
"Lognormal","non-SGTF",3.8721882,2.5325791
"Lognormal","non-SGTF",3.6830402,2.1678906
"Lognormal","non-SGTF",3.7941473,2.088842
"Lognormal","non-SGTF",3.7921645,2.0890621
"Lognormal","non-SGTF",3.9208878,2.1360982
"Lognormal","non-SGTF",4.0059146,2.315248
"Lognormal","non-SGTF",3.8324524,2.1987071
"Lognormal","non-SGTF",3.9107131,2.3637131
"Lognormal","non-SGTF",3.7937451,2.1766625
"Lognormal","non-SGTF",3.8426156,2.3165448
"Lognormal","non-SGTF",3.912546,2.4388327
"Lognormal","non-SGTF",3.9548756,2.3840183
"Lognormal","non-SGTF",3.7513546,2.0247082
"Lognormal","non-SGTF",3.8289694,2.0433944
"Lognormal","non-SGTF",3.9342437,2.413534
"Lognormal","non-SGTF",3.8991776,2.3636218
"Lognormal","non-SGTF",3.8522758,2.3362302
"Lognormal","non-SGTF",3.9160475,2.1806595
"Lognormal","non-SGTF",3.8712977,1.9144677
"Lognormal","non-SGTF",3.9164873,1.9486317
"Lognormal","non-SGTF",3.9243007,1.936278
"Lognormal","non-SGTF",3.8139735,1.9214499
"Lognormal","non-SGTF",3.8830574,1.8588479
"Lognormal","non-SGTF",3.9424021,2.0010727
"Lognormal","non-SGTF",3.7145643,2.1209519
"Lognormal","non-SGTF",3.8080449,2.1103773
"Lognormal","non-SGTF",3.8047403,2.0658343
"Lognormal","non-SGTF",3.8555087,2.033662
"Lognormal","non-SGTF",3.8166539,1.9746839
"Lognormal","non-SGTF",3.9193905,2.3381674
"Lognormal","non-SGTF",3.8393448,2.221287
"Lognormal","non-SGTF",3.8066546,2.1993005
"Lognormal","non-SGTF",3.9698635,2.3500963
"Lognormal","non-SGTF",3.8905199,2.1549357
"Lognormal","non-SGTF",3.9215543,1.9492001
"Lognormal","non-SGTF",3.9608627,1.9447683
"Lognormal","non-SGTF",4.0495207,1.9486173
"Lognormal","non-SGTF",3.9512941,1.7617817
"Lognormal","non-SGTF",3.8089301,1.9949932
"Lognormal","non-SGTF",3.8591979,2.0153069
"Lognormal","non-SGTF",3.7971594,2.1252496
"Lognormal","non-SGTF",4.0002886,2.1913729
"Lognormal","non-SGTF",3.7023841,2.2624743
"Lognormal","non-SGTF",3.7166571,2.2827622
"Lognormal","non-SGTF",3.9553825,2.2183323
"Lognormal","non-SGTF",3.8186129,2.0432027
"Lognormal","non-SGTF",3.7953939,2.1171795
"Lognormal","non-SGTF",3.7974475,2.0194419
"Lognormal","non-SGTF",3.7785667,1.9812974
"Lognormal","non-SGTF",3.932958,2.3889917
"Lognormal","non-SGTF",3.9238025,2.2826725
"Lognormal","non-SGTF",3.7951927,2.1032814
"Lognormal","non-SGTF",3.8190064,2.4755139
"Lognormal","non-SGTF",3.795099,2.2650086
"Lognormal","non-SGTF",3.7693605,2.2158801
"Lognormal","non-SGTF",3.9119377,2.6740698
"Lognormal","non-SGTF",3.7479957,2.1035265
"Lognormal","non-SGTF",3.7235343,2.1265105
"Lognormal","non-SGTF",3.7791772,2.0828905
"Lognormal","non-SGTF",3.7701384,2.0291038
"Lognormal","non-SGTF",3.7356432,2.1179426
"Lognormal","non-SGTF",3.8979657,2.0469666
"Lognormal","non-SGTF",3.8671182,2.2383533
"Lognormal","non-SGTF",3.9077948,2.1560895
"Lognormal","non-SGTF",3.8199943,2.1970786
"Lognormal","non-SGTF",3.8057028,2.101399
"Lognormal","non-SGTF",3.8936127,2.1188472
"Lognormal","non-SGTF",3.9397746,2.154792
"Lognormal","non-SGTF",3.7033898,1.8842229
"Lognormal","non-SGTF",3.7228115,1.9323737
"Lognormal","non-SGTF",3.8531669,2.0046355
"Lognormal","non-SGTF",3.8867005,2.0763165
"Lognormal","non-SGTF",3.887454,2.0633415
"Lognormal","non-SGTF",3.9006759,2.0974407
"Lognormal","non-SGTF",3.905726,2.1080098
"Lognormal","non-SGTF",3.9000122,2.1062299
"Lognormal","non-SGTF",3.7721873,1.9585606
"Lognormal","non-SGTF",3.8661422,2.0625176
"Lognormal","non-SGTF",3.8315918,1.878105
"Lognormal","non-SGTF",3.8914562,1.9820198
"Lognormal","non-SGTF",3.7870873,2.0945633
"Lognormal","non-SGTF",3.795644,1.9623463
"Lognormal","non-SGTF",3.7937247,2.1743033
"Lognormal","non-SGTF",3.9083915,2.2283872
"Lognormal","non-SGTF",3.8470802,2.1608706
"Lognormal","non-SGTF",3.8093348,2.0981446
"Lognormal","non-SGTF",3.8063115,2.1088857
"Lognormal","non-SGTF",3.9004919,2.2757376
"Lognormal","non-SGTF",3.9088887,2.138689
"Lognormal","non-SGTF",3.8082964,2.2529981
"Lognormal","non-SGTF",3.7740926,1.9488391
"Lognormal","non-SGTF",3.7104125,1.9925063
"Lognormal","non-SGTF",3.7390181,2.024758
"Lognormal","non-SGTF",3.7639172,2.0671473
"Lognormal","non-SGTF",3.9247045,2.5391582
"Lognormal","non-SGTF",3.932008,2.572986
"Lognormal","non-SGTF",3.9541857,2.6491345
"Lognormal","non-SGTF",3.8683905,2.2838608
"Lognormal","non-SGTF",3.7609758,2.0848631
"Lognormal","non-SGTF",3.8379402,2.1220619
"Lognormal","non-SGTF",3.7746241,1.7791674
"Lognormal","non-SGTF",3.7504176,1.7339496
"Lognormal","non-SGTF",3.9663728,2.3458881
"Lognormal","non-SGTF",3.9850554,2.1884258
"Lognormal","non-SGTF",3.9800218,2.2124926
"Lognormal","non-SGTF",3.9076334,2.1354093
"Lognormal","non-SGTF",3.851811,2.3695289
"Lognormal","non-SGTF",3.8133708,2.2911589
"Lognormal","non-SGTF",3.9008239,2.3956881
"Lognormal","non-SGTF",3.8745878,1.9242129
"Lognormal","non-SGTF",3.8788002,2.250475
"Lognormal","non-SGTF",3.9429177,2.2364188
"Lognormal","non-SGTF",3.9792074,2.270766
"Lognormal","non-SGTF",3.9415158,2.2141907
"Lognormal","non-SGTF",3.9317512,2.1582587
"Lognormal","non-SGTF",3.8405735,2.3967679
"Lognormal","non-SGTF",3.8089355,2.346967
"Lognormal","non-SGTF",3.8089355,2.346967
"Lognormal","non-SGTF",3.8365544,2.3235706
"Lognormal","non-SGTF",3.8198027,1.9853331
"Lognormal","non-SGTF",3.8841011,2.3826075
"Lognormal","non-SGTF",3.8109508,2.2858661
"Lognormal","non-SGTF",3.8453056,2.3059142
"Lognormal","non-SGTF",3.7964171,2.1190192
"Lognormal","non-SGTF",3.8405043,2.2246606
"Lognormal","non-SGTF",3.7582614,2.345996
"Lognormal","non-SGTF",3.8762887,2.6627367
"Lognormal","non-SGTF",3.7208808,1.9532874
"Lognormal","non-SGTF",3.7503765,1.9605077
"Lognormal","non-SGTF",3.9102124,2.2928305
"Lognormal","non-SGTF",3.7997556,2.1272086
"Lognormal","non-SGTF",3.8518764,2.2219959
"Lognormal","non-SGTF",3.8570465,2.3644817
"Lognormal","non-SGTF",3.9390338,2.4274715
"Lognormal","non-SGTF",3.9536539,2.4673948
"Lognormal","non-SGTF",3.724803,2.0866024
"Lognormal","non-SGTF",3.7798245,2.122107
"Lognormal","non-SGTF",3.8198705,1.8418063
"Lognormal","non-SGTF",3.871601,1.9311964
"Lognormal","non-SGTF",3.7614853,2.177757
"Lognormal","non-SGTF",3.844524,2.0423083
"Lognormal","non-SGTF",3.688051,1.8704422
"Lognormal","non-SGTF",3.7302046,2.0491121
"Lognormal","non-SGTF",3.8426415,2.1547551
"Lognormal","non-SGTF",3.7968969,2.0556788
"Lognormal","non-SGTF",3.779275,2.0179039
"Lognormal","non-SGTF",3.8545172,2.0177519
"Lognormal","non-SGTF",3.8876052,1.9074214
"Lognormal","non-SGTF",3.9063277,1.5909157
"Lognormal","non-SGTF",3.804432,1.514042
"Lognormal","non-SGTF",3.9088045,1.7542987
"Lognormal","non-SGTF",3.7344865,1.5226847
"Lognormal","non-SGTF",3.9821552,1.701897
"Lognormal","non-SGTF",3.7871886,2.0208753
"Lognormal","non-SGTF",3.8972478,2.2225527
"Lognormal","non-SGTF",3.7821562,2.2030075
"Lognormal","non-SGTF",3.7039467,2.1782534
"Lognormal","non-SGTF",3.807308,2.346593
"Lognormal","non-SGTF",3.8636559,2.4236166
"Lognormal","non-SGTF",3.8817856,1.8188212
"Lognormal","non-SGTF",3.9468124,2.0723433
"Lognormal","non-SGTF",3.9562924,2.2211009
"Lognormal","non-SGTF",3.9036359,2.1241412
"Lognormal","non-SGTF",3.8833823,2.2349247
"Lognormal","non-SGTF",3.8877342,2.1453204
"Lognormal","non-SGTF",3.8618306,2.1967296
"Lognormal","non-SGTF",3.7620995,2.35434
"Lognormal","non-SGTF",3.8186572,2.5747988
"Lognormal","non-SGTF",3.9193783,2.6332718
"Lognormal","non-SGTF",3.7023388,2.2361579
"Lognormal","non-SGTF",3.7488725,2.3601334
"Lognormal","non-SGTF",3.752836,2.3778843
"Lognormal","non-SGTF",3.7927093,2.5289448
"Lognormal","non-SGTF",3.6997222,2.3995372
"Lognormal","non-SGTF",4.0543451,2.2534899
"Lognormal","non-SGTF",4.0138189,2.5556815
"Lognormal","non-SGTF",3.9766138,2.5002578
"Lognormal","non-SGTF",3.7976255,1.9747347
"Lognormal","non-SGTF",3.8395096,2.0796142
"Lognormal","non-SGTF",3.8395096,2.0796142
"Lognormal","non-SGTF",3.8753965,2.1344912
"Lognormal","non-SGTF",3.746302,2.344378
"Lognormal","non-SGTF",3.7808813,2.2772008
"Lognormal","non-SGTF",3.8781619,2.3706961
"Lognormal","non-SGTF",3.8104147,2.0170552
"Lognormal","non-SGTF",3.9548495,2.2469021
"Lognormal","non-SGTF",3.8473833,2.0695796
"Lognormal","non-SGTF",3.9102608,2.0212044
"Lognormal","non-SGTF",3.8343366,1.8525252
"Lognormal","non-SGTF",3.8623642,1.9218267
"Lognormal","non-SGTF",3.9073219,2.0687018
"Lognormal","non-SGTF",4.0712109,2.3319085
"Lognormal","non-SGTF",3.9174605,1.9894572
"Lognormal","non-SGTF",3.9145131,2.1059837
"Lognormal","non-SGTF",3.9789458,2.3338017
"Lognormal","non-SGTF",4.0180521,2.4026185
"Lognormal","non-SGTF",3.7985541,2.1349485
"Lognormal","non-SGTF",3.9378038,2.1995552
"Lognormal","non-SGTF",3.9269533,2.2205886
"Lognormal","non-SGTF",3.9385835,2.0848592
"Lognormal","non-SGTF",3.8763172,1.8914158
"Lognormal","non-SGTF",3.8624669,2.1264753
"Lognormal","non-SGTF",3.9366012,2.4183046
"Lognormal","non-SGTF",3.7729547,1.9267008
"Lognormal","non-SGTF",3.794091,1.7181888
"Lognormal","non-SGTF",3.9550558,2.337999
"Lognormal","non-SGTF",3.9082041,2.2086935
"Lognormal","non-SGTF",3.8497421,2.0800977
"Lognormal","non-SGTF",4.036288,2.6181403
"Lognormal","non-SGTF",3.7107226,2.0680503
"Lognormal","non-SGTF",3.6945225,2.0540623
"Lognormal","non-SGTF",3.795429,1.9762002
"Lognormal","non-SGTF",4.0186426,2.4948145
"Lognormal","non-SGTF",3.9383075,2.441882
"Lognormal","non-SGTF",3.8378777,2.3072014
"Lognormal","non-SGTF",3.7301428,2.2054518
"Lognormal","non-SGTF",3.9689468,2.4022617
"Lognormal","non-SGTF",3.6898241,1.8176559
"Lognormal","non-SGTF",3.8219476,1.9544797
"Lognormal","non-SGTF",3.8894713,2.1819331
"Lognormal","non-SGTF",3.8812914,2.173808
"Lognormal","non-SGTF",3.8753543,2.1963173
"Lognormal","non-SGTF",3.8720929,2.0323991
"Lognormal","non-SGTF",3.8445162,2.1467346
"Lognormal","non-SGTF",3.8616378,1.9306561
"Lognormal","non-SGTF",3.7506717,2.1761744
"Lognormal","non-SGTF",3.843303,2.3468479
"Lognormal","non-SGTF",3.8839387,2.0731401
"Lognormal","non-SGTF",3.8045563,2.3669899
"Lognormal","non-SGTF",3.7952639,2.3208224
"Lognormal","non-SGTF",3.820097,2.0639012
"Lognormal","non-SGTF",3.9676178,2.2040717
"Lognormal","non-SGTF",4.0155685,2.259846
"Lognormal","non-SGTF",3.9029832,2.0117975
"Lognormal","non-SGTF",3.9659643,2.2077471
"Lognormal","non-SGTF",3.8741363,2.0381619
"Lognormal","non-SGTF",3.7867899,1.8412157
"Lognormal","non-SGTF",3.8877087,2.2914261
"Lognormal","non-SGTF",3.9091592,2.4018012
"Lognormal","non-SGTF",3.9272147,2.4192228
"Lognormal","non-SGTF",3.7935526,2.1423759
"Lognormal","non-SGTF",3.8340439,2.1524196
"Lognormal","non-SGTF",3.8129424,1.9047524
"Lognormal","non-SGTF",3.8735796,1.9186385
"Lognormal","non-SGTF",3.9093702,2.2906206
"Lognormal","non-SGTF",3.8562221,1.9176632
"Lognormal","non-SGTF",3.7874804,2.1490912
"Lognormal","non-SGTF",3.8681751,2.3233418
"Lognormal","non-SGTF",3.866585,2.0219182
"Lognormal","non-SGTF",3.8660253,2.022873
"Lognormal","non-SGTF",3.8585428,2.0022503
"Lognormal","non-SGTF",3.8640369,2.0142627
"Lognormal","non-SGTF",3.8061523,1.8374551
"Lognormal","non-SGTF",3.9279613,2.2795864
"Lognormal","non-SGTF",3.9295249,2.2921726
"Lognormal","non-SGTF",4.014044,2.6091952
"Lognormal","non-SGTF",3.8210464,2.4097978
"Mechanistic","SGTF",2.94759,1.83063
"Mechanistic","SGTF",2.93916,1.7462
"Mechanistic","SGTF",3.05135,1.805
"Mechanistic","SGTF",2.82316,1.63922
"Mechanistic","SGTF",2.95291,1.7304
"Mechanistic","SGTF",2.98427,1.85287
"Mechanistic","SGTF",2.90232,1.82267
"Mechanistic","SGTF",2.91183,1.82958
"Mechanistic","SGTF",3.01043,1.93058
"Mechanistic","SGTF",3.1008,2.01517
"Mechanistic","SGTF",2.9555,1.66362
"Mechanistic","SGTF",2.90876,1.68093
"Mechanistic","SGTF",2.96929,1.75816
"Mechanistic","SGTF",3.00081,1.75103
"Mechanistic","SGTF",3.15738,1.95932
"Mechanistic","SGTF",3.33982,1.92023
"Mechanistic","SGTF",3.23179,2.12715
"Mechanistic","SGTF",3.04467,2.06337
"Mechanistic","SGTF",2.81192,1.88988
"Mechanistic","SGTF",3.26118,2.08086
"Mechanistic","SGTF",3.18286,2.02296
"Mechanistic","SGTF",3.37814,1.9744
"Mechanistic","SGTF",3.23101,2.01867
"Mechanistic","SGTF",3.30015,1.96923
"Mechanistic","SGTF",2.96101,1.9503
"Mechanistic","SGTF",3.19718,1.92337
"Mechanistic","SGTF",3.14884,1.78469
"Mechanistic","SGTF",3.4023,1.69713
"Mechanistic","SGTF",3.12918,1.75002
"Mechanistic","SGTF",3.1891,1.98304
"Mechanistic","SGTF",3.16872,2.01775
"Mechanistic","SGTF",3.20555,2.01994
"Mechanistic","SGTF",3.3382,1.95611
"Mechanistic","SGTF",3.14183,1.98573
"Mechanistic","SGTF",3.25108,2.11985
"Mechanistic","SGTF",3.01578,1.78708
"Mechanistic","SGTF",3.23751,1.88587
"Mechanistic","SGTF",3.10172,1.9725
"Mechanistic","SGTF",3.35614,2.03507
"Mechanistic","SGTF",3.45603,2.18076
"Mechanistic","SGTF",3.21975,1.94266
"Mechanistic","SGTF",3.22046,1.98614
"Mechanistic","SGTF",3.11783,1.85874
"Mechanistic","SGTF",3.27338,1.88516
"Mechanistic","SGTF",3.14626,1.86708
"Mechanistic","SGTF",3.2115,1.8386
"Mechanistic","SGTF",3.12349,1.87081
"Mechanistic","SGTF",3.36208,2.08678
"Mechanistic","SGTF",3.18437,2.0489
"Mechanistic","SGTF",3.21854,2.03193
"Mechanistic","SGTF",3.23604,1.98617
"Mechanistic","SGTF",3.37247,2.0246
"Mechanistic","SGTF",3.04156,1.91099
"Mechanistic","SGTF",3.25864,1.87152
"Mechanistic","SGTF",3.05906,1.91755
"Mechanistic","SGTF",3.11337,1.89279
"Mechanistic","SGTF",3.26665,1.87517
"Mechanistic","SGTF",3.20478,2.13407
"Mechanistic","SGTF",3.18318,2.14847
"Mechanistic","SGTF",3.03161,1.85404
"Mechanistic","SGTF",3.23403,1.96167
"Mechanistic","SGTF",3.19797,2.05637
"Mechanistic","SGTF",3.14056,2.00541
"Mechanistic","SGTF",3.23283,2.11336
"Mechanistic","SGTF",3.13458,1.79191
"Mechanistic","SGTF",3.1292,1.9207
"Mechanistic","SGTF",3.14841,1.80985
"Mechanistic","SGTF",3.26728,1.94593
"Mechanistic","SGTF",3.23672,1.98897
"Mechanistic","SGTF",3.17551,1.90765
"Mechanistic","SGTF",3.16621,2.02071
"Mechanistic","SGTF",3.18659,2.11543
"Mechanistic","SGTF",3.19958,1.95918
"Mechanistic","SGTF",3.24761,2.06747
"Mechanistic","SGTF",3.28118,2.12736
"Mechanistic","SGTF",3.22246,1.80186
"Mechanistic","SGTF",3.23784,1.79063
"Mechanistic","SGTF",3.23362,1.87911
"Mechanistic","SGTF",3.0197,1.80263
"Mechanistic","SGTF",3.33776,1.96671
"Mechanistic","SGTF",3.27208,1.96599
"Mechanistic","SGTF",3.30422,2.04813
"Mechanistic","SGTF",3.15986,1.94043
"Mechanistic","SGTF",3.29297,2.04017
"Mechanistic","SGTF",3.17443,1.92123
"Mechanistic","SGTF",3.1103,1.93999
"Mechanistic","SGTF",3.25766,2.05302
"Mechanistic","SGTF",3.12258,1.795
"Mechanistic","SGTF",3.12301,1.88809
"Mechanistic","SGTF",3.25448,1.9121
"Mechanistic","SGTF",3.27561,1.96975
"Mechanistic","SGTF",3.04949,1.88505
"Mechanistic","SGTF",3.12405,1.92383
"Mechanistic","SGTF",3.10787,1.83886
"Mechanistic","SGTF",3.11458,1.90502
"Mechanistic","SGTF",3.22113,1.97749
"Mechanistic","SGTF",3.24429,2.11031
"Mechanistic","SGTF",3.48726,2.12645
"Mechanistic","SGTF",3.06618,1.99966
"Mechanistic","SGTF",3.10495,1.82698
"Mechanistic","SGTF",3.29086,1.90704
"Mechanistic","SGTF",2.97154,1.75246
"Mechanistic","SGTF",2.85307,1.70165
"Mechanistic","SGTF",2.95913,1.87249
"Mechanistic","SGTF",2.98255,1.94214
"Mechanistic","SGTF",3.11367,2.03686
"Mechanistic","SGTF",3.17551,2.21639
"Mechanistic","SGTF",2.92546,2.07625
"Mechanistic","SGTF",3.00535,1.91804
"Mechanistic","SGTF",3.00759,1.83974
"Mechanistic","SGTF",2.91017,1.78311
"Mechanistic","SGTF",2.86622,1.77651
"Mechanistic","SGTF",2.85277,1.78576
"Mechanistic","SGTF",2.96151,1.76827
"Mechanistic","SGTF",3.07207,1.97101
"Mechanistic","SGTF",3.07207,1.97101
"Mechanistic","SGTF",3.10891,1.97468
"Mechanistic","SGTF",2.84851,1.69517
"Mechanistic","SGTF",2.98202,1.82434
"Mechanistic","SGTF",2.92592,1.78272
"Mechanistic","SGTF",3.09157,1.84345
"Mechanistic","SGTF",3.34218,1.88885
"Mechanistic","SGTF",3.18552,1.95543
"Mechanistic","SGTF",3.02945,1.8469
"Mechanistic","SGTF",3.05003,1.88098
"Mechanistic","SGTF",2.92711,1.82314
"Mechanistic","SGTF",2.78907,1.79182
"Mechanistic","SGTF",2.89503,1.86639
"Mechanistic","SGTF",2.98817,1.90198
"Mechanistic","SGTF",3.12745,1.88662
"Mechanistic","SGTF",3.10518,1.86587
"Mechanistic","SGTF",3.04901,1.9002
"Mechanistic","SGTF",3.03595,1.88601
"Mechanistic","SGTF",2.9473,1.67709
"Mechanistic","SGTF",2.97177,1.70978
"Mechanistic","SGTF",3.07057,1.98993
"Mechanistic","SGTF",3.07604,1.89661
"Mechanistic","SGTF",2.87368,1.72404
"Mechanistic","SGTF",2.90334,1.79792
"Mechanistic","SGTF",3.08246,1.89463
"Mechanistic","SGTF",3.05055,2.01179
"Mechanistic","SGTF",3.06177,1.7974
"Mechanistic","SGTF",2.9486,1.80727
"Mechanistic","SGTF",3.24176,1.86816
"Mechanistic","SGTF",3.49186,2.06642
"Mechanistic","SGTF",3.0656,1.80763
"Mechanistic","SGTF",3.30783,1.95458
"Mechanistic","SGTF",3.38026,2.05441
"Mechanistic","SGTF",2.87666,1.67409
"Mechanistic","SGTF",3.3265,1.91901
"Mechanistic","SGTF",3.19492,1.775
"Mechanistic","SGTF",3.07566,1.88538
"Mechanistic","SGTF",3.3484,1.98279
"Mechanistic","SGTF",2.97175,1.71042
